职业技能关系主键,canonical_skill,职业小类代码,职业小类名称,关联岗位数,技能岗位总数,职业岗位总数,全样本岗位数,掌握技能后进入该职业概率,职业内技能需求占比,职业技能相对集中度,平滑后职业匹配概率,标准技能名称,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,2026年职业内技能需求占比预测,2027年职业内技能需求占比预测,2028年职业内技能需求占比预测,职业排名
GJ0017330,薪酬绩效,4-11-01,电力供应服务人员,4,28170.0,565,1741643,0.00014199503017394392,0.007079646017699115,0.43770734572962516,0.00014212444577657064,薪酬绩效,JN0061,薪酬绩效,方法、标准与流程,17.0,人力资源与行政管理,,,,73
GJ0017331,CISA,2-06-08,人力资源专业人员,4,815.0,54357,1741643,0.0049079754601227,7.358757841676326e-05,0.15725557157853595,0.005537968499776526,CISA,JN0728,注册信息系统审计师（CISA）,专业知识与行业经验,22.0,网络运维与信息安全,,,,14
GJ0017332,主动性,4-09-03,水土保持人员,2,89328.0,67,1741643,2.2389396381873544e-05,0.029850746268656716,0.5820050072047072,2.2392995796719326e-05,主动性,JN0783,主动性,非技术性能力,1.0,表达沟通与通用办公协作,,,,128
GJ0017333,MySQL,2-06-04,审计专业人员,4,32308.0,11091,1741643,0.0001238083446824316,0.0003606527815345776,0.019441884127467696,0.00012767144568849454,MySQL,JN0036,MySQL（数据库与数据工程）,工具软件与技术平台,3.0,Java后端开发与中间件,,,,30
GJ0017334,组织协调,2-09-07,体育专业人员,5,285183.0,15,1741643,1.7532601873183184e-05,0.3333333333333333,2.035702221614425,1.753197635068518e-05,组织协调,JN0773,组织协调,非技术性能力,2.0,组织协调与商业执行,,,,141
GJ0017335,目标管理,2-03-02,农业技术指导人员,5,1958.0,3108,1741643,0.002553626149131767,0.0016087516087516086,1.4309861992446262,0.002545849563768055,目标管理,JN0823,目标管理,非技术性能力,2.0,组织协调与商业执行,,,,31
GJ0017336,预算管理,2-02-29,管理(工业),1,10058.0,1403,1741643,9.942334460131238e-05,0.0007127583749109052,0.12342122035742231,0.00010082468979086349,预算管理,JN0698,预算管理,专业知识与行业经验,12.0,财务会计与税务管理,,,,60
GJ0017337,SolidWorks,4-07-05,安全保护服务人员,1,20570.0,5256,1741643,4.861448711716091e-05,0.0001902587519025875,0.016109033711224026,5.1498630452678263e-05,SolidWorks,JN0123,三维计算机辅助设计软件（SolidWorks）,工具软件与技术平台,8.0,机械设计与制造,,,,66
GJ0017338,千分尺使用,6-22-01,汽车零部件、饰件生产加工人员,2,2305.0,368,1741643,0.0008676789587852494,0.005434782608695652,4.106486371781571,0.0008620326429007378,千分尺使用,JN0445,千分尺使用,工具软件与技术平台,8.0,机械设计与制造,,,,24
GJ0017339,设计软件应用,4-08-03,测绘服务人员,4,66029.0,51,1741643,6.057944236623302e-05,0.0784313725490196,2.068779641981435,6.056996553908738e-05,设计软件应用,JN0034,设计软件应用,方法、标准与流程,8.0,机械设计与制造,,,,78
GJ0017340,设备维修保养,4-07-07,会议及展览服务人员,1,1569.0,618,1741643,0.0006373486297004461,0.0016181229773462784,1.7961711642028708,0.0006337927924178546,设备维修保养,JN0475,设备维修保养,工具软件与技术平台,9.0,工业自动化与电气控制,,,,33
GJ0017341,抗压能力,2-02-36,轻工工程技术人员,3,207944.0,99,1741643,1.4426961104912861e-05,0.030303030303030304,0.2538042001984217,1.4431040264437456e-05,抗压能力,JN0776,抗压能力,非技术性能力,2.0,组织协调与商业执行,,,,134
GJ0017342,生产管理,1-01-00,中国共产党机关负责人,1,28576.0,1010,1741643,3.499440089585666e-05,0.0009900990099009901,0.06034431025689355,3.537551558705172e-05,生产管理,JN0004,生产管理,职业职能与业务活动,20.0,安全环保与职业健康,,,,103
GJ0017343,亲和力,4-12-02,计算机和办公设备维修人员,1,39513.0,159,1741643,2.530812643939969e-05,0.006289308176100629,0.2772183726811031,2.5341508666970185e-05,亲和力,JN0789,亲和力,非技术性能力,1.0,表达沟通与通用办公协作,,,,105
GJ0017344,人际交往,2-08-03,幼儿园教师,1,28788.0,45,1741643,3.473669584549118e-05,0.022222222222222223,1.3444205147206398,3.4730517683747427e-05,人际交往,JN0793,人际交往,非技术性能力,2.0,组织协调与商业执行,,,,105
GJ0017345,设备维护,4-08-03,测绘服务人员,1,24764.0,51,1741643,4.0381198513971895e-05,0.0196078431372549,1.379012386734697,4.037224232937307e-05,设备维护,JN0097,设备维护,方法、标准与流程,9.0,工业自动化与电气控制,,,,108
GJ0017346,Nmap,4-01-02,销售人员,3,305.0,257023,1741643,0.009836065573770493,1.167210716550659e-05,0.06665129095099802,0.01831230890336574,Nmap,JN0607,Nmap（网络协议与运维）,工具软件与技术平台,22.0,网络运维与信息安全,,,,5
GJ0017347,KUKA机器人,6-23-03,航空产品装配、调试人员,2,817.0,37,1741643,0.0024479804161566705,0.05405405405405406,115.22994475503654,0.0023899938902704272,KUKA机器人,JN0566,KUKA机器人（工业自动化与制造系统）,具体专业技能,9.0,工业自动化与电气控制,,,,17
GJ0017348,OpenStack,2-02-18,建筑工程技术人员,2,1220.0,32576,1741643,0.001639344262295082,6.139489194499017e-05,0.08764588835389223,0.0019145835097904309,OpenStack,JN0325,OpenStack（软件开发框架与工具）,工具软件与技术平台,13.0,云计算、系统运维与DevOps,,,,11
GJ0017349,石油化工,2-02-28,安全工程技术人员,3,2923.0,457,1741643,0.0010263427984946972,0.006564551422319475,3.911428338290372,0.0010211511784578241,石油化工,JN0724,石油化工,专业知识与行业经验,20.0,安全环保与职业健康,,,,44
GJ0017350,实践动手能力,4-08-05,检验、检测和计量服务人员,2,26010.0,113,1741643,7.689350249903884e-05,0.017699115044247787,1.1851418617073761,7.68842729653594e-05,实践动手能力,JN0795,实践动手能力,非技术性能力,11.0,嵌入式与电子硬件开发,,,,105
GJ0017351,EPLAN,2-01-06,自然科学和地球科学研究人员,4,3619.0,1648,1741643,0.0011052777010223818,0.0024271844660194173,1.1680820212631822,0.0011044035886430125,EPLAN,JN0395,EPLAN（电气设计软件）,工具软件与技术平台,9.0,工业自动化与电气控制,,,,20
GJ0017352,生产流程,2-02-03,矿山工程技术人员,11,25414.0,293,1741643,0.0004328322971590462,0.03754266211604096,2.5728305137234564,0.00043262422894636664,生产流程,JN0105,生产流程,方法、标准与流程,6.0,质量管理与持续改进,,,,51
GJ0017353,合同计量,3-01-02,行政事务处理人员,13,1416.0,36106,1741643,0.009180790960451978,0.00036005096105910377,0.44285327399142704,0.0093416573733549,合同计量,JN0016,合同计量,职业职能与业务活动,16.0,建筑施工与工程造价,,,,10
GJ0017354,SOP,2-06-02,统计专业人员,6,22194.0,362,1741643,0.0002703433360367667,0.016574585635359115,1.3006673447654211,0.0002702870709591442,SOP,JN0119,标准作业程序（SOP）,方法、标准与流程,6.0,质量管理与持续改进,,,,65
GJ0017355,摄影,4-02-04,航空运输服务人员,1,3014.0,15,1741643,0.00033178500331785003,0.06666666666666667,38.52340190223401,0.00032965466418736496,摄影,JN0283,摄影,方法、标准与流程,5.0,视觉设计与数字内容制作,,,,49
GJ0017356,药学,2-06-05,税务专业人员,4,63638.0,2764,1741643,6.285552657217385e-05,0.001447178002894356,0.03960632701365434,6.333438286185776e-05,药学,JN0689,药学,专业知识与行业经验,18.0,医药研发与药事管理,,,,75
GJ0017357,气相色谱,2-03-02,农业技术指导人员,1,737.0,3108,1741643,0.0013568521031207597,0.00032175032175032174,0.7603449058672939,0.0013681511719064897,气相色谱,JN0548,气相色谱,具体专业技能,18.0,医药研发与药事管理,,,,27
GJ0017358,5Why,6-31-06,安全生产管理人员,8,3336.0,21737,1741643,0.002398081534772182,0.0003680360675346184,0.19214251821618564,0.002458168913930125,5Why,JN0458,五问分析法（5Why）,方法、标准与流程,6.0,质量管理与持续改进,,,,17
GJ0017359,Oracle ERP,4-07-02,商务咨询服务人员,9,782.0,39144,1741643,0.011508951406649617,0.0002299202942979767,0.5120704234296817,0.011782427165332517,Oracle ERP,JN0452,Oracle ERP（企业管理软件）,工具软件与技术平台,12.0,财务会计与税务管理,,,,12
GJ0017360,Sketch,4-06-02,房地产中介服务人员,3,2212.0,8730,1741643,0.00135623869801085,0.0003436426116838488,0.2705708630835866,0.0013890009704654175,Sketch,JN0330,Sketch（界面与交互设计）,工具软件与技术平台,5.0,视觉设计与数字内容制作,,,,18
GJ0017361,成本核算,2-03-02,农业技术指导人员,3,16943.0,3108,1741643,0.00017706427433158238,0.0009652509652509653,0.09922225030234239,0.00017895952585823336,成本核算,JN0102,成本核算,具体专业技能,12.0,财务会计与税务管理,,,,57
GJ0017362,授课,2-07-08,法律顾问,3,2824.0,14564,1741643,0.0010623229461756375,0.00020598736610821203,0.12703840448682888,0.0011136583607124428,授课,JN0256,授课,方法、标准与流程,1.0,表达沟通与通用办公协作,,,,34
GJ0017363,执行力,2-07-06,司法鉴定人员,2,148007.0,60,1741643,1.3512874391076097e-05,0.03333333333333333,0.3922433848849491,1.3515703247230986e-05,执行力,JN0777,执行力,非技术性能力,2.0,组织协调与商业执行,,,,147
GJ0017364,药理毒理,2-05-01,临床和口腔医师,12,379.0,5876,1741643,0.0316622691292876,0.0020422055820285907,9.384678249343064,0.03024430204258616,药理毒理,JN0738,药理毒理,专业知识与行业经验,18.0,医药研发与药事管理,,,,8
GJ0017365,数据处理,4-07-04,旅游及公共游览场所服务人员,2,22582.0,771,1741643,8.85661146045523e-05,0.0025940337224383916,0.2000655687914608,8.887946680937604e-05,数据处理,JN0076,数据处理,具体专业技能,19.0,大数据工程与数据仓库,,,,82
GJ0017366,PCB设计,6-20-03,金属加工机械制造人员,1,20236.0,32,1741643,4.94168808064835e-05,0.03125,2.689580141826448,4.938622971505691e-05,PCB设计,JN0092,PCB设计（机械电子电气制造）,方法、标准与流程,11.0,嵌入式与电子硬件开发,,,,66
GJ0017367,西班牙语,4-04-04,信息通信网络运行管理人员,5,2496.0,12587,1741643,0.002003205128205128,0.0003972352427107333,0.2771802803767827,0.0020447303962741093,西班牙语,JN0402,西班牙语,语言能力,4.0,供应链与物流管理,,,,31
GJ0017368,抗压能力,4-14-03,康复矫正服务人员,4,207944.0,68,1741643,1.9235948139883816e-05,0.058823529411764705,0.49267874156164215,1.923785305079201e-05,抗压能力,JN0776,抗压能力,非技术性能力,2.0,组织协调与商业执行,,,,126
GJ0017369,Apache,2-06-04,审计专业人员,1,1210.0,11091,1741643,0.0008264462809917355,9.01631953836444e-05,0.12977859346905501,0.0009165548749737009,Apache,JN0273,Apache（运维云与安全）,工具软件与技术平台,3.0,Java后端开发与中间件,,,,11
GJ0017370,应付账款,8-00-00,不便分类的其他从业人员,4,105.0,62849,1741643,0.0380952380952381,6.364460850610193e-05,1.0556779704037418,0.03777376649520022,应付账款,JN0023,应付账款,职业职能与业务活动,12.0,财务会计与税务管理,,,,5
GJ0017371,决策能力,6-12-02,中药饮片加工人员,1,9663.0,221,1741643,0.0001034875297526648,0.004524886877828055,0.8155580623575582,0.00010353587044598323,决策能力,JN0800,决策能力,非技术性能力,2.0,组织协调与商业执行,,,,76
GJ0017372,TCP协议,4-04-02,信息通信网络维护人员,2,12269.0,34,1741643,0.00016301247045398973,0.058823529411764705,8.350280237614648,0.0001627789434394544,TCP协议,JN0095,TCP协议（网络协议与运维）,工具软件与技术平台,7.0,网络通信与软件开发基础,,,,33
GJ0017373,HPLC,6-31-01,机械设备修理人员,2,2417.0,24319,1741643,0.0008274720728175424,8.224022369340844e-05,0.059260699178344624,0.0009352749441185046,HPLC,JN0372,高效液相色谱（HPLC）,具体专业技能,18.0,医药研发与药事管理,,,,32
GJ0017374,HPLC,2-06-11,证券期货基金专业人员,2,2417.0,23076,1741643,0.0008274720728175424,8.667013347200555e-05,0.0624528056560133,0.0009294177926325141,HPLC,JN0372,高效液相色谱（HPLC）,具体专业技能,18.0,医药研发与药事管理,,,,33
GJ0017375,汽车机电维修,2-06-10,保险专业人员,1,113.0,6708,1741643,0.008849557522123894,0.0001490757304710793,2.2976699331401944,0.008097975276728479,汽车机电维修,JN0652,汽车机电维修,工具软件与技术平台,8.0,机械设计与制造,,,,12
GJ0017376,仓库进出货流程,4-01-05,特殊商品购销人员,4,1218.0,255,1741643,0.003284072249589491,0.01568627450980392,22.430123313693294,0.003233383093260025,仓库进出货流程,JN0437,仓库进出货流程,工具软件与技术平台,4.0,供应链与物流管理,,,,7
GJ0017377,CANalyzer,8-00-00,不便分类的其他从业人员,10,298.0,62849,1741643,0.03355704697986577,0.0001591115212652548,0.9299176752717523,0.03371610318207556,CANalyzer,JN0635,CANalyzer（汽车总线测试）,工具软件与技术平台,9.0,工业自动化与电气控制,,,,5
GJ0017378,吃苦耐劳,6-01-02,饲料加工人员,4,100288.0,67,1741643,3.98851308232291e-05,0.05970149253731343,1.0368008791397194,3.988484855091597e-05,吃苦耐劳,JN0778,吃苦耐劳,非技术性能力,9.0,工业自动化与电气控制,,,,142
GJ0017379,DOM,4-01-02,销售人员,1,697.0,257023,1741643,0.0014347202295552368,3.890702388502196e-06,0.009721972137759155,0.005511158150061179,DOM,JN0337,DOM（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,,,,13
GJ0017380,液质联用,2-06-04,审计专业人员,3,1046.0,11091,1741643,0.0028680688336520078,0.0002704895861509332,0.45037886643658676,0.0029337359251572722,液质联用,JN0512,液质联用,具体专业技能,18.0,医药研发与药事管理,,,,17
GJ0017381,商业意识,2-06-05,税务专业人员,9,4483.0,2764,1741643,0.002007584207004238,0.003256150506512301,1.2650126559477144,0.002005716221234764,商业意识,JN0805,商业意识,非技术性能力,2.0,组织协调与商业执行,,,,30
GJ0017382,密码学,2-02-09,电子工程技术人员,3,567.0,27402,1741643,0.005291005291005291,0.00010948105977665864,0.33629086665361385,0.005646794532724417,密码学,JN0505,密码学,工具软件与技术平台,7.0,网络通信与软件开发基础,,,,10
GJ0017383,设备维护,6-11-10,日用化学品生产人员,4,24764.0,21,1741643,0.00016152479405588758,0.19047619047619047,13.396120328279915,0.00016140417816342203,设备维护,JN0097,设备维护,方法、标准与流程,9.0,工业自动化与电气控制,,,,78
GJ0017384,市场分析,6-31-06,安全生产管理人员,3,28578.0,21737,1741643,0.00010497585555322275,0.0001380135253254819,0.008411025624202121,0.00011363084394536331,市场分析,JN0058,市场分析,方法、标准与流程,2.0,组织协调与商业执行,,,,51
GJ0017385,ICP检测,4-01-01,购销服务人员,1,514.0,33871,1741643,0.0019455252918287938,2.952378140592247e-05,0.10003869108785025,0.0026010385161279142,ICP检测,JN0610,ICP检测（实验检测技术）,具体专业技能,18.0,医药研发与药事管理,,,,26
GJ0017386,PFMEA,6-18-01,机械冷加工人员,3,5534.0,5287,1741643,0.0005421033610408384,0.0005674295441649329,0.17857963382508965,0.0005510826047387842,PFMEA,JN0339,过程失效模式与影响分析（PFMEA）,方法、标准与流程,6.0,质量管理与持续改进,,,,24
GJ0017387,ARM架构,6-31-03,检验试验人员,3,7318.0,24391,1741643,0.00040994807324405577,0.00012299618711819933,0.02927240343278246,0.0004470007964445665,ARM架构,JN0167,ARM架构（嵌入式与硬件技术）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,17
GJ0017388,法律检索,4-05-02,证券期货服务人员,1,287.0,181,1741643,0.003484320557491289,0.0055248618784530384,33.527306677960226,0.0032640993392287127,法律检索,JN0623,法律检索,具体专业技能,14.0,金融风控、投资与合规,,,,11
GJ0017389,方案设计,2-02-36,轻工工程技术人员,5,45067.0,99,1741643,0.00011094592495617636,0.050505050505050504,1.9517999351358573,0.00011092192555622398,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,,,,70
GJ0017390,数据仓库,2-06-04,审计专业人员,5,5155.0,11091,1741643,0.0009699321047526673,0.00045081597691822196,0.15231047342149037,0.0009907946852594496,数据仓库,JN0184,数据仓库,工具软件与技术平台,19.0,大数据工程与数据仓库,,,,10
GJ0017391,安全生产,6-21-02,印刷生产专用设备制造人员,1,62132.0,52,1741643,1.609476598210262e-05,0.019230769230769232,0.5390641636416761,1.6099194511855017e-05,安全生产,JN0688,安全生产,专业知识与行业经验,20.0,安全环保与职业健康,,,,134
GJ0017392,服务意识,6-20-04,物料搬运设备制造人员,3,90392.0,159,1741643,3.3188777767944065e-05,0.018867924528301886,0.3635408960886503,3.320163100176229e-05,服务意识,JN0782,服务意识,非技术性能力,1.0,表达沟通与通用办公协作,,,,106
GJ0017393,SOP,6-22-02,汽车整车制造人员,2,22194.0,713,1741643,9.01144453455889e-05,0.002805049088359046,0.2201222902314551,9.040189389875385e-05,SOP,JN0119,标准作业程序（SOP）,方法、标准与流程,6.0,质量管理与持续改进,,,,88
GJ0017394,YARN,4-13-04,教育服务人员,13,571.0,7647,1741643,0.02276707530647986,0.0017000130770236693,5.1853167697140705,0.022145200733415256,YARN,JN0503,YARN（数据库与大数据平台）,工具软件与技术平台,19.0,大数据工程与数据仓库,,,,5
GJ0017395,数据库技术,2-10-06,图书资料与微缩摄影专业人员,1,55944.0,26,1741643,1.7875017875017876e-05,0.038461538461538464,1.19738075988076,1.787396484615836e-05,数据库技术,JN0686,数据库技术,专业知识与行业经验,3.0,Java后端开发与中间件,,,,77
GJ0017396,安全意识,2-03-02,农业技术指导人员,6,7159.0,3108,1741643,0.0008381058807095963,0.0019305019305019305,0.4696529087505481,0.0008407425041277633,安全意识,JN0812,安全意识,非技术性能力,22.0,网络运维与信息安全,,,,53
GJ0017397,HPLC,2-02-32,制药工程技术人员,4,2417.0,208,1741643,0.0016549441456350847,0.019230769230769232,13.857316762674643,0.0016423424494063407,HPLC,JN0372,高效液相色谱（HPLC）,具体专业技能,18.0,医药研发与药事管理,,,,22
GJ0017398,翻译,2-06-05,税务专业人员,1,6460.0,2764,1741643,0.00015479876160990713,0.000361794500723589,0.09754130953927767,0.0001592191580586638,翻译,JN0190,翻译,语言能力,4.0,供应链与物流管理,,,,63
GJ0017399,算法建模,2-01-08,医学研究人员,1,3351.0,5330,1741643,0.0002984183825723665,0.0001876172607879925,0.09751187374830846,0.00031480467912587984,算法建模,JN0413,算法建模,方法、标准与流程,15.0,人工智能与数据挖掘,,,,29
GJ0017400,保密意识,2-07-01,监察人员,3,10012.0,32,1741643,0.0002996404314822213,0.09375,16.3083331252497,0.00029907969189674964,保密意识,JN0802,保密意识,非技术性能力,14.0,金融风控、投资与合规,,,,75
GJ0017401,自我驱动,2-06-05,税务专业人员,19,15749.0,2764,1741643,0.001206425804813004,0.006874095513748191,0.7601892394978056,0.0012069085004895771,自我驱动,JN0799,自我驱动,非技术性能力,1.0,表达沟通与通用办公协作,,,,44
GJ0017402,Kettle,4-13-04,教育服务人员,5,786.0,7647,1741643,0.006361323155216285,0.0006538511834706421,1.4488235836302281,0.006312423862839226,Kettle,JN0453,Kettle（数据库与大数据平台）,工具软件与技术平台,19.0,大数据工程与数据仓库,,,,6
GJ0017403,护理,6-12-03,药物制剂人员,1,11919.0,309,1741643,8.389965601141036e-05,0.003236245954692557,0.47289077215107045,8.405631741150727e-05,护理,JN0699,护理,专业知识与行业经验,18.0,医药研发与药事管理,,,,82
GJ0017404,学习能力,2-02-08,航空工程技术人员,8,167342.0,75,1741643,4.7806288917307074e-05,0.10666666666666667,1.110153179317406,4.780572206189175e-05,学习能力,JN0775,学习能力,非技术性能力,1.0,表达沟通与通用办公协作,,,,101
GJ0017405,8D,4-12-01,汽车摩托车修理技术服务人员,3,17710.0,1238,1741643,0.0001693958215697346,0.0024232633279483036,0.23830940780789764,0.00017000656859126925,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,,,,33
GJ0017406,实践动手能力,6-21-04,电子专用设备装配调试人员,4,26010.0,37,1741643,0.00015378700499807767,0.10810810810810811,7.238974614753162,0.00015368516658303296,实践动手能力,JN0795,实践动手能力,非技术性能力,11.0,嵌入式与电子硬件开发,,,,86
GJ0017407,单证,2-06-11,证券期货基金专业人员,10,2514.0,23076,1741643,0.003977724741447892,0.00043335066736002774,0.30021565487387464,0.004050904167579099,单证,JN0352,单证,方法、标准与流程,4.0,供应链与物流管理,,,,14
GJ0017408,应变能力,2-07-06,司法鉴定人员,1,31128.0,60,1741643,3.2125417630429196e-05,0.016666666666666666,0.9325168123018932,3.212691038197834e-05,应变能力,JN0791,应变能力,非技术性能力,2.0,组织协调与商业执行,,,,108
GJ0017409,焊接,3-01-02,行政事务处理人员,10,17178.0,36106,1741643,0.0005821399464431249,0.00027696227773777213,0.02808065038340008,0.0006055715774007232,焊接,JN0139,焊接,方法、标准与流程,6.0,质量管理与持续改进,,,,32
GJ0017410,二级建造师,2-06-03,会计专业人员,7,1498.0,51759,1741643,0.004672897196261682,0.00013524218010394328,0.15723871580959417,0.005002878655528332,二级建造师,JN0757,二级建造师,证书与资质,16.0,建筑施工与工程造价,,,,19
GJ0017411,渠道管理,2-02-09,电子工程技术人员,6,14947.0,27402,1741643,0.0004014183448183582,0.0002189621195533173,0.0255137380601591,0.00042190608610337627,渠道管理,JN0107,渠道管理,方法、标准与流程,2.0,组织协调与商业执行,,,,32
GJ0017412,ActiveMQ,1-06-01,企业负责人,1,486.0,8555,1741643,0.00205761316872428,0.0001168907071887785,0.4188927611942094,0.0021704359078920615,ActiveMQ,JN0421,ActiveMQ（软件开发框架与工具）,工具软件与技术平台,3.0,Java后端开发与中间件,,,,9
GJ0017413,化工工艺,6-11-01,化工产品生产通用工艺人员,1,3703.0,25,1741643,0.00027005130974885227,0.04,18.81331893059681,0.0002686777021866171,化工工艺,JN0718,化工工艺,专业知识与行业经验,20.0,安全环保与职业健康,,,,53
GJ0017414,执行力,6-04-01,纤维预处理人员,1,148007.0,6,1741643,6.756437195538049e-06,0.16666666666666666,1.9612169244247457,6.755989788739798e-06,执行力,JN0777,执行力,非技术性能力,2.0,组织协调与商业执行,,,,176
GJ0017415,合并报表,4-05-01,银行服务人员,1,2254.0,5903,1741643,0.00044365572315882877,0.0001694053870913095,0.13089782901058988,0.0004695631341477203,合并报表,JN0333,合并报表,具体专业技能,12.0,财务会计与税务管理,,,,15
GJ0017416,诚信与职业道德,2-02-08,航空工程技术人员,1,89196.0,75,1741643,1.1211265079151532e-05,0.013333333333333334,0.26034695128331614,1.1218405395022491e-05,诚信与职业道德,JN0780,诚信与职业道德,非技术性能力,14.0,金融风控、投资与合规,,,,160
GJ0017417,日语,2-06-04,审计专业人员,10,5671.0,11091,1741643,0.0017633574325515782,0.0009016319538364439,0.2769037173294949,0.0017795400625931562,日语,JN0220,日语,语言能力,4.0,供应链与物流管理,,,,36
GJ0017418,决策能力,4-08-04,地理信息服务人员,1,9663.0,788,1741643,0.0001034875297526648,0.0012690355329949238,0.2287288474378431,0.00010420829565106314,决策能力,JN0800,决策能力,非技术性能力,2.0,组织协调与商业执行,,,,77
GJ0017419,Excel,6-08-01,印刷人员,1,84638.0,110,1741643,1.1815023984498689e-05,0.00909090909090909,0.1870686710675841,1.1827153666037614e-05,Excel,JN0029,Excel（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,,,,141
GJ0017420,说服影响,2-06-10,保险专业人员,3,3277.0,6708,1741643,0.00091547146780592,0.0004472271914132379,0.2376899930834684,0.0009332819872019677,说服影响,JN0817,说服影响,非技术性能力,2.0,组织协调与商业执行,,,,39
GJ0017421,LabVIEW,2-02-06,化工工程技术人员,2,2233.0,10429,1741643,0.0008956560680698612,0.00019177294083804776,0.1495745633676668,0.0009408612867474106,LabVIEW,JN0391,LabVIEW（工程设计仿真与检测软件）,工具软件与技术平台,9.0,工业自动化与电气控制,,,,15
GJ0017422,独立思考,2-02-05,冶金工程技术人员,1,9467.0,118,1741643,0.00010563008344776593,0.00847457627118644,1.5590669103916726,0.00010555023108848536,独立思考,JN0801,独立思考,非技术性能力,1.0,表达沟通与通用办公协作,,,,86
GJ0017423,GMP,4-05-01,银行服务人员,1,15281.0,5903,1741643,6.54407434068451e-05,0.0001694053870913095,0.019307879496752146,6.97854105647942e-05,GMP,JN0132,药品生产质量管理规范（GMP）,方法、标准与流程,18.0,医药研发与药事管理,,,,81
GJ0017424,土建施工,2-06-05,税务专业人员,1,9717.0,2764,1741643,0.00010291242152927858,0.000361794500723589,0.06484685187030295,0.00010596078301531698,土建施工,JN0100,土建施工,具体专业技能,16.0,建筑施工与工程造价,,,,66
GJ0017425,培训开发,4-08-01,气象服务人员,1,11630.0,140,1741643,8.598452278589854e-05,0.007142857142857143,1.0696738729885762,8.597490792689639e-05,培训开发,JN0111,培训开发,方法、标准与流程,17.0,人力资源与行政管理,,,,79
GJ0017426,软件开发流程,2-02-37,国土空间规划与生态修复工程技术人员,2,30840.0,479,1741643,6.485084306095979e-05,0.0041753653444676405,0.23579752998166847,6.498705616374785e-05,软件开发流程,JN0056,软件开发流程,方法、标准与流程,1.0,表达沟通与通用办公协作,,,,69
GJ0017427,小程序开发,2-01-06,自然科学和地球科学研究人员,2,5121.0,1648,1741643,0.0003905487209529389,0.0012135922330097086,0.4127405618972326,0.00039271049583192424,小程序开发,JN0227,小程序开发,工具软件与技术平台,10.0,Web前端开发,,,,35
GJ0017428,会计准则,4-01-06,电子商务服务人员,1,7649.0,17458,1741643,0.00013073604392731077,5.7280329934700424e-05,0.01304247426702333,0.00015653636267288584,会计准则,JN0701,会计准则,专业知识与行业经验,12.0,财务会计与税务管理,,,,23
GJ0017429,Vue 3,2-06-03,会计专业人员,1,967.0,51759,1741643,0.001034126163391934,1.932031144342047e-05,0.03479739936220595,0.0016153696039432693,Vue 3,JN0602,Vue 3（软件开发框架与工具）,工具软件与技术平台,10.0,Web前端开发,,,,5
GJ0017430,需求分析,2-02-15,道路和水上运输工程技术人员,1,41743.0,82,1741643,2.395611240207939e-05,0.012195121951219513,0.508817017954814,2.396718721331666e-05,需求分析,JN0037,需求分析,具体专业技能,1.0,表达沟通与通用办公协作,,,,75
GJ0017431,PCB设计,2-02-15,道路和水上运输工程技术人员,2,20236.0,82,1741643,9.8833761612967e-05,0.024390243902439025,2.0991845009377155,9.878266388180015e-05,PCB设计,JN0092,PCB设计（机械电子电气制造）,方法、标准与流程,11.0,嵌入式与电子硬件开发,,,,53
GJ0017432,结构设计,2-02-27,环境保护工程技术人员,6,31132.0,6021,1741643,0.00019272773994603623,0.000996512207274539,0.055748699415850256,0.00019482349799012508,结构设计,JN0064,结构设计,具体专业技能,8.0,机械设计与制造,,,,47
GJ0017433,沟通能力,3-01-03,行政执法人员,2,819626.0,16,1741643,2.4401373309289845e-06,0.125,0.2656155063406968,2.440301952982259e-06,沟通能力,JN0770,沟通能力,非技术性能力,2.0,组织协调与商业执行,,,,227
GJ0017434,安全生产,6-20-03,金属加工机械制造人员,2,62132.0,32,1741643,3.218953196420524e-05,0.0625,1.7519585318354471,3.218508606494067e-05,安全生产,JN0688,安全生产,专业知识与行业经验,20.0,安全环保与职业健康,,,,113
GJ0017435,CPK,4-02-06,仓储物流服务人员,5,2249.0,59888,1741643,0.0022232103156958646,8.348917980229762e-05,0.0646546667756394,0.002506707111495185,CPK,JN0476,CPK（质量方法与管理体系）,方法、标准与流程,6.0,质量管理与持续改进,,,,19
GJ0017436,公文写作,2-06-13,社会保险专业人员,2,8321.0,71,1741643,0.00024035572647518327,0.028169014084507043,5.895969979231234,0.00023987715167051943,公文写作,JN0157,公文写作,方法、标准与流程,14.0,金融风控、投资与合规,,,,72
GJ0017437,C语言,2-06-03,会计专业人员,2,9356.0,51759,1741643,0.00021376656690893543,3.864062288684094e-05,0.007193049419250353,0.00027670326355503484,C语言,JN0104,C语言（编程语言）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,27
