职业技能关系主键,canonical_skill,职业小类代码,职业小类名称,关联岗位数,技能岗位总数,职业岗位总数,全样本岗位数,掌握技能后进入该职业概率,职业内技能需求占比,职业技能相对集中度,平滑后职业匹配概率,标准技能名称,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,2026年职业内技能需求占比预测,2027年职业内技能需求占比预测,2028年职业内技能需求占比预测,职业排名
GJ0008199,SQE,6-31-06,安全生产管理人员,14,12906.0,21737,1741643,0.0010847667751433443,0.0006440631181855821,0.08691523487882317,0.0011023994178515782,SQE,JN0011,供应商质量工程（SQE）,职业职能与业务活动,6.0,质量管理与持续改进,,,,17
GJ0008200,社群运营,4-08-08,专业化设计服务人员,24,3079.0,18739,1741643,0.007794738551477752,0.001280751374139495,0.724459780938757,0.007813871446620104,社群运营,JN0225,社群运营,方法、标准与流程,5.0,视觉设计与数字内容制作,,,,11
GJ0008201,机器学习,2-02-07,机械工程技术人员,20,9552.0,89753,1741643,0.0020938023450586263,0.00022283377714393948,0.04062990872344034,0.0021971030573143557,机器学习,JN0143,机器学习,方法、标准与流程,15.0,人工智能与数据挖掘,,,,8
GJ0008202,LoRa,2-02-07,机械工程技术人员,4,698.0,89753,1741643,0.0057306590257879654,4.45667554287879e-05,0.1112025467410608,0.007006504825366312,LoRa,JN0564,LoRa（网络协议与运维）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,9
GJ0008203,一级建造师,4-07-02,商务咨询服务人员,39,7440.0,39144,1741643,0.005241935483870968,0.0009963212752912324,0.23323064178253333,0.005288137612144327,一级建造师,JN0747,一级建造师,证书与资质,16.0,建筑施工与工程造价,,,,19
GJ0008204,Tomcat,2-02-09,电子工程技术人员,3,4827.0,27402,1741643,0.0006215040397762585,0.00010948105977665864,0.03950215897920013,0.0006838597876437451,Tomcat,JN0096,Tomcat（运维云与安全）,工具软件与技术平台,3.0,Java后端开发与中间件,,,,13
GJ0008205,跨部门协作,2-05-07,医疗卫生技术人员,73,7082.0,12974,1741643,0.010307822648969218,0.00562663789116695,1.3837326315568597,0.010299772705794545,跨部门协作,JN0816,跨部门协作,非技术性能力,1.0,表达沟通与通用办公协作,,,,19
GJ0008206,Protel,8-00-00,不便分类的其他从业人员,8,1556.0,62849,1741643,0.005141388174807198,0.00012728921701220385,0.14247581862775432,0.005534086809581236,Protel,JN0316,Protel（PCB设计软件）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,11
GJ0008207,电脑操作,2-06-10,保险专业人员,66,12742.0,6708,1741643,0.005179720609009575,0.009838998211091235,1.3448455785088347,0.00517763914055829,电脑操作,JN0090,电脑操作,具体专业技能,1.0,表达沟通与通用办公协作,0.0034014952964254,0.0033034336510142,0.0032053720056029,26
GJ0008208,Scikit-learn,4-11-01,电力供应服务人员,2,647.0,565,1741643,0.0030911901081916537,0.0035398230088495575,9.528760378055285,0.0030082280756244775,Scikit-learn,JN0565,Scikit-learn（开发框架）,工具软件与技术平台,15.0,人工智能与数据挖掘,,,,8
GJ0008209,Redis,2-02-11,电气工程技术人员,8,14757.0,23408,1741643,0.0005421156061530121,0.0003417634996582365,0.04033543449449549,0.0005595725555013152,Redis,JN0067,Redis（数据库与数据工程）,工具软件与技术平台,3.0,Java后端开发与中间件,,,,9
GJ0008210,社群运营,4-13-04,教育服务人员,38,3079.0,7647,1741643,0.012341669373173108,0.00496926899437688,2.810877739257399,0.01229035612566906,社群运营,JN0225,社群运营,方法、标准与流程,5.0,视觉设计与数字内容制作,,,,8
GJ0008211,法律职业资格,2-07-04,律师,25,6610.0,90,1741643,0.0037821482602118004,0.2777777777777778,73.19057824844512,0.0037708949482453684,法律职业资格,JN0748,法律职业资格,证书与资质,14.0,金融风控、投资与合规,,,,13
GJ0008212,团队合作,6-16-01,矿物采选人员,12,406837.0,53,1741643,2.9495842315226982e-05,0.22641509433962265,0.9692684395739408,2.9495888286819312e-05,团队合作,JN0771,团队合作,非技术性能力,1.0,表达沟通与通用办公协作,,,,128
GJ0008213,ISO 45001,2-02-10,信息和通信工程技术人员,22,2822.0,112344,1741643,0.007795889440113395,0.00019582710247098198,0.12085786755098103,0.008194965577616961,ISO 45001,JN0497,ISO 45001（质量方法与管理体系）,方法、标准与流程,6.0,质量管理与持续改进,,,,13
GJ0008214,丝印工艺,2-02-07,机械工程技术人员,13,145.0,89753,1741643,0.0896551724137931,0.00014484195514356067,1.7397446709110096,0.08503436645220007,丝印工艺,JN0651,丝印工艺,工具软件与技术平台,5.0,视觉设计与数字内容制作,,,,4
GJ0008215,CET4,2-02-38,数字技术工程技术人员,38,4106.0,28499,1741643,0.009254749147588894,0.0013333801186006526,0.5655801631514847,0.009289206420522169,CET4,JN0751,大学英语四级（CET4）,证书与资质,4.0,供应链与物流管理,,,,22
GJ0008216,SEM,2-06-08,人力资源专业人员,3,672.0,54357,1741643,0.004464285714285714,5.5190683812572435e-05,0.14303938709431563,0.005237288579932657,SEM,JN0375,搜索引擎营销（SEM）,方法、标准与流程,5.0,视觉设计与数字内容制作,,,,9
GJ0008217,生产流程,6-31-01,机械设备修理人员,138,25414.0,24319,1741643,0.005430077909813489,0.005674575434845183,0.3888834730491095,0.005436787962523268,生产流程,JN0105,生产流程,方法、标准与流程,6.0,质量管理与持续改进,0.0119367208128766,0.0164229198532113,0.0239630519724052,21
GJ0008218,风险意识,2-06-10,保险专业人员,24,6145.0,6708,1741643,0.003905614320585842,0.0035778175313059034,1.0140408232182598,0.0039054388826934125,风险意识,JN0814,风险意识,非技术性能力,14.0,金融风控、投资与合规,0.0101363211982603,0.0107890454941492,0.0114417697900382,31
GJ0008219,测试流程,2-02-18,建筑工程技术人员,29,10115.0,32576,1741643,0.002867029164607019,0.0008902259332023575,0.1532828240217848,0.002898281554231883,测试流程,JN0127,测试流程,方法、标准与流程,21.0,软件测试与质量保障,,,,11
GJ0008220,AutoCAD,1-01-00,中国共产党机关负责人,5,88134.0,1010,1741643,5.673179476705925e-05,0.0049504950495049506,0.09782825072622314,5.6850491681912686e-05,AutoCAD,JN0030,计算机辅助绘图软件（AutoCAD）,方法、标准与流程,8.0,机械设计与制造,,,,83
GJ0008221,SketchUp,2-02-07,机械工程技术人员,14,957.0,89753,1741643,0.014629049111807733,0.00015598364400075764,0.2838744218269713,0.015384514293360298,SketchUp,JN0427,SketchUp（工程设计仿真与检测软件）,工具软件与技术平台,5.0,视觉设计与数字内容制作,,,,10
GJ0008222,DCS,2-02-04,石油天然气工程技术人员,4,4139.0,95,1741643,0.0009664170089393573,0.042105263157894736,17.7174044073702,0.0009620319605469937,DCS,JN0358,分散控制系统（DCS）,具体专业技能,9.0,工业自动化与电气控制,,,,34
GJ0008223,数据分析,2-06-12,知识产权专业人员,46,113371.0,1683,1741643,0.0004057475015656561,0.027332144979203804,0.41988549962526084,0.00040584637738805556,数据分析,JN0026,数据分析,工具软件与技术平台,15.0,人工智能与数据挖掘,,,,56
GJ0008224,信息收集,3-01-02,行政事务处理人员,16,1055.0,36106,1741643,0.015165876777251185,0.0004431396443804354,0.7315555067845257,0.015269413942453616,信息收集,JN0824,信息收集,非技术性能力,2.0,组织协调与商业执行,,,,19
GJ0008225,计划管理,6-31-06,安全生产管理人员,61,7093.0,21737,1741643,0.00860002819681376,0.0028062750149514654,0.6890637580523212,0.00861093981093062,计划管理,JN0219,计划管理,方法、标准与流程,4.0,供应链与物流管理,,,,18
GJ0008226,分析判断,4-02-02,道路运输服务人员,56,79625.0,5429,1741643,0.0007032967032967033,0.01031497513354209,0.22562014739727024,0.0007039028618354801,分析判断,JN0785,分析判断,非技术性能力,2.0,组织协调与商业执行,0.0062998047258601,0.0063536732976965,0.0064075418695329,49
GJ0008227,市政工程,4-08-08,专业化设计服务人员,39,2663.0,18739,1741643,0.01464513706346226,0.0020812209829766796,1.361150565698255,0.014616171305656242,市政工程,JN0713,市政工程,专业知识与行业经验,16.0,建筑施工与工程造价,,,,12
GJ0008228,风电,3-01-02,行政事务处理人员,21,5376.0,36106,1741643,0.00390625,0.0005816207832493214,0.18842555167423697,0.0039686100793435205,风电,JN0711,风电,专业知识与行业经验,9.0,工业自动化与电气控制,,,,28
GJ0008229,QC,2-02-06,化工工程技术人员,127,54718.0,10429,1741643,0.002320991264300596,0.012177581743216032,0.3876055411381995,0.0023223311132858694,QC,JN0001,质量控制（QC）,职业职能与业务活动,6.0,质量管理与持续改进,0.0205595877250548,0.0231194198999694,0.0270224632785844,24
GJ0008230,供应商管理,2-02-06,化工工程技术人员,21,13672.0,10429,1741643,0.0015359859566998245,0.0020136158787995013,0.25650965476887067,0.0015424890796846271,供应商管理,JN0152,供应商管理,方法、标准与流程,4.0,供应链与物流管理,,,,30
GJ0008231,主动性,2-03-05,作物遗传育种栽培技术人员,8,89328.0,177,1741643,8.955758552749418e-05,0.04519774011299435,0.881227920513342,8.956028745472412e-05,主动性,JN0783,主动性,非技术性能力,1.0,表达沟通与通用办公协作,,,,89
GJ0008232,总结归纳,2-06-09,保险专业人员,9,5283.0,6708,1741643,0.0017035775127768314,0.0013416815742397137,0.4423112477765621,0.001711678429531376,总结归纳,JN0809,总结归纳,非技术性能力,1.0,表达沟通与通用办公协作,,,,41
GJ0008233,组织协调,2-05-06,药学技术人员,126,285183.0,4073,1741643,0.0004418215672042162,0.030935428431131843,0.18892596115154744,0.00044195457946594934,组织协调,JN0773,组织协调,非技术性能力,2.0,组织协调与商业执行,0.0423173876662385,0.0465036282620617,0.0517603373366775,66
GJ0008234,储能,2-02-06,化工工程技术人员,67,12509.0,10429,1741643,0.00535614357662483,0.006424393518074599,0.8944759772963465,0.005357152245114687,储能,JN0708,储能,专业知识与行业经验,9.0,工业自动化与电气控制,,,,20
GJ0008235,ERP,2-02-06,化工工程技术人员,81,44328.0,10429,1741643,0.0018272874932322685,0.0077668041039409335,0.30515701136978884,0.0018291638964337041,ERP,JN0046,企业资源计划系统（ERP）,方法、标准与流程,4.0,供应链与物流管理,0.0096971500234204,0.0105016375376941,0.0114393833338716,27
GJ0008236,跨部门协作,2-06-05,税务专业人员,17,7082.0,2764,1741643,0.0024004518497599547,0.006150506512301013,1.5125651812487253,0.002398161101692501,跨部门协作,JN0816,跨部门协作,非技术性能力,1.0,表达沟通与通用办公协作,,,,36
GJ0008237,OrCAD,2-02-11,电气工程技术人员,15,741.0,23408,1741643,0.020242914979757085,0.0006408065618591935,1.5061488027208247,0.020064130949596498,OrCAD,JN0482,OrCAD（工程设计仿真与检测软件）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,4
GJ0008238,机械加工工艺,2-01-06,自然科学和地球科学研究人员,24,19136.0,1648,1741643,0.001254180602006689,0.014563106796116505,1.325445913968893,0.0012538590863996617,机械加工工艺,JN0117,机械加工工艺,方法、标准与流程,8.0,机械设计与制造,,,,25
GJ0008239,论文写作,2-02-30,管理（工业）工程技术人员,13,121.0,146845,1741643,0.10743801652892562,8.852872075998502e-05,1.274259725707294,0.10415802331395214,论文写作,JN0647,论文写作,方法、标准与流程,1.0,表达沟通与通用办公协作,,,,3
GJ0008240,WPS,6-31-07,其他生产辅,6,2893.0,201,1741643,0.002073971655720705,0.029850746268656716,17.970737394947143,0.0020605246019003895,WPS,JN0404,WPS（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,,,,41
GJ0008241,储能,4-01-06,电子商务服务人员,34,12509.0,17458,1741643,0.002718043009033496,0.0019475312177798143,0.2711570959091606,0.0027297052729937234,储能,JN0708,储能,专业知识与行业经验,9.0,工业自动化与电气控制,,,,28
GJ0008242,卷积神经网络,4-04-05,软件和信息技术服务人员,29,982.0,118627,1741643,0.029531568228105907,0.00024446373928363696,0.4335728719726796,0.030301639155987135,卷积神经网络,JN0487,卷积神经网络,工具软件与技术平台,15.0,人工智能与数据挖掘,,,,3
GJ0008243,库存管理,2-02-09,电子工程技术人员,22,16719.0,27402,1741643,0.0013158681739338478,0.00080286110502883,0.08363523078806906,0.001333094473427877,库存管理,JN0126,库存管理,方法、标准与流程,4.0,供应链与物流管理,,,,32
GJ0008244,机械加工工艺,2-06-07,商务专业人员,104,19136.0,80701,1741643,0.005434782608695652,0.0012887076987893582,0.11729038161802854,0.005477486043048288,机械加工工艺,JN0117,机械加工工艺,方法、标准与流程,8.0,机械设计与制造,0.0011116526871966,0.0010012971877011,0.0008909416882056,17
GJ0008245,After Effects,4-07-02,商务咨询服务人员,77,3759.0,39144,1741643,0.020484171322160148,0.001967095851216023,0.9114069485499942,0.02049470933754874,After Effects,JN0241,After Effects（设计传媒内容）,方法、标准与流程,5.0,视觉设计与数字内容制作,0.0020844687445447,0.0020168591438426,0.0019492495431404,8
GJ0008246,责任心,6-06-03,木制品制造人员,24,358221.0,128,1741643,6.699774720075038e-05,0.1875,0.9116106049059101,6.699810986579642e-05,责任心,JN0772,责任心,非技术性能力,1.0,表达沟通与通用办公协作,,,,108
GJ0008247,会计准则,2-07-08,法律顾问,3,7649.0,14564,1741643,0.0003922081317819323,0.00020598736610821203,0.04690239956475418,0.00041299313833174955,会计准则,JN0701,会计准则,专业知识与行业经验,12.0,财务会计与税务管理,,,,13
GJ0008248,国际贸易,4-08-08,专业化设计服务人员,36,23134.0,18739,1741643,0.0015561511195642777,0.0019211270612092427,0.14463203502488325,0.0015641007002278526,国际贸易,JN0074,国际贸易,方法、标准与流程,4.0,供应链与物流管理,,,,25
GJ0008249,英语,2-03-02,农业技术指导人员,55,140456.0,3108,1741643,0.0003915817053027283,0.017696267696267698,0.2194322831301672,0.00039178002247453807,英语,JN0025,英语,语言能力,4.0,供应链与物流管理,,,,58
GJ0008250,PPAP,2-02-24,食品工程技术人员,11,14076.0,344,1741643,0.0007814720090934925,0.03197674418604651,3.9565269021326093,0.0007806434657287933,PPAP,JN0226,生产件批准程序（PPAP）,方法、标准与流程,6.0,质量管理与持续改进,,,,22
GJ0008251,汽车机电维修,6-31-03,检验试验人员,3,113.0,24391,1741643,0.02654867256637168,0.00012299618711819933,1.8957119320451508,0.024662344694061873,汽车机电维修,JN0652,汽车机电维修,工具软件与技术平台,8.0,机械设计与制造,,,,6
GJ0008252,ABB机器人,6-31-01,机械设备修理人员,12,249.0,24319,1741643,0.04819277108433735,0.0004934413421604506,3.451400238892987,0.045647825423110765,ABB机器人,JN0637,ABB机器人（工业自动化与制造系统）,具体专业技能,9.0,工业自动化与电气控制,,,,4
GJ0008253,时间管理,4-02-07,邮政和快递服务人员,33,6918.0,5503,1741643,0.004770164787510842,0.005996729056878067,1.5097081793593938,0.0047655222258863525,时间管理,JN0808,时间管理,非技术性能力,18.0,医药研发与药事管理,,,,29
GJ0008254,数据质量,2-02-27,环境保护工程技术人员,6,3730.0,6021,1741643,0.0016085790884718498,0.000996512207274539,0.46529986869014744,0.001618437762503567,数据质量,JN0321,数据质量,工具软件与技术平台,19.0,大数据工程与数据仓库,,,,29
GJ0008255,计划管理,1-06-01,企业负责人,63,7093.0,8555,1741643,0.008881996334414211,0.007364114552893045,1.8082135291476529,0.008870833764852155,计划管理,JN0219,计划管理,方法、标准与流程,4.0,供应链与物流管理,0.0052842128831446,0.004913136921725,0.0045420609603055,17
GJ0008256,三菱PLC,2-02-10,信息和通信工程技术人员,34,543.0,112344,1741643,0.06261510128913444,0.00030264188563697216,0.97070740631019,0.06268222410583908,三菱PLC,JN0578,三菱PLC（机械电子电气制造）,方法、标准与流程,9.0,工业自动化与电气控制,,,,3
GJ0008257,SOA,2-06-10,保险专业人员,2,818.0,6708,1741643,0.0024449877750611247,0.0002981514609421586,0.6348085634348214,0.0024785569353280284,SOA,JN0714,SOA（软件架构）,专业知识与行业经验,3.0,Java后端开发与中间件,,,,12
GJ0008258,需求分析,4-13-02,广播、电视、电影和影视录音制作人员,18,41743.0,6320,1741643,0.00043121002323742903,0.002848101265822785,0.11883131621856102,0.00043274130567411465,需求分析,JN0037,需求分析,具体专业技能,1.0,表达沟通与通用办公协作,,,,39
GJ0008259,Blender,2-02-34,工业（产品）设计工程技术人员,19,660.0,10202,1741643,0.02878787878787879,0.001862379925504803,4.914546909993882,0.028113461389787757,Blender,JN0617,Blender（设计传媒内容）,方法、标准与流程,5.0,视觉设计与数字内容制作,,,,5
GJ0008260,UDP协议,4-02-06,仓储物流服务人员,2,1554.0,59888,1741643,0.001287001287001287,3.339567192091905e-05,0.03742814558002909,0.0017075720686039232,UDP协议,JN0354,UDP协议（网络协议与运维）,工具软件与技术平台,7.0,网络通信与软件开发基础,,,,12
GJ0008261,DDR,2-02-07,机械工程技术人员,17,1222.0,89753,1741643,0.013911620294599018,0.00018940871057234856,0.2699528272564295,0.014517448039140913,DDR,JN0501,DDR（嵌入式与硬件技术）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,6
GJ0008262,数据分析,2-02-08,航空工程技术人员,5,113371.0,75,1741643,4.4102989300614796e-05,0.06666666666666667,1.0241555012598753,4.410280582870181e-05,数据分析,JN0026,数据分析,工具软件与技术平台,15.0,人工智能与数据挖掘,,,,99
GJ0008263,RS-485,4-13-04,教育服务人员,13,1929.0,7647,1741643,0.00673924313115604,0.0017000130770236693,1.5348967732020398,0.006715142962261886,RS-485,JN0449,RS-485（嵌入式通信接口）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,8
GJ0008264,销售流程,2-06-08,人力资源专业人员,26,5456.0,54357,1741643,0.004765395894428153,0.00047831925970896115,0.1526872049921727,0.004861980222299744,销售流程,JN0265,销售流程,方法、标准与流程,2.0,组织协调与商业执行,,,,15
GJ0008265,管理能力,6-18-01,机械冷加工人员,19,77918.0,5287,1741643,0.0002438460946122847,0.003593720446377908,0.08032775558139273,0.00024456250849032833,管理能力,JN0786,管理能力,非技术性能力,2.0,组织协调与商业执行,,,,71
GJ0008266,TypeScript,2-02-38,数字技术工程技术人员,27,2817.0,28499,1741643,0.009584664536741214,0.0009474016632162532,0.5857420926265335,0.00963245177690323,TypeScript,JN0334,TypeScript（编程语言）,工具软件与技术平台,10.0,Web前端开发,,,,6
GJ0008267,PLC,4-13-04,教育服务人员,32,24567.0,7647,1741643,0.0013025603451784914,0.004184647574212109,0.2966647191392315,0.0013050723404013675,PLC,JN0094,可编程逻辑控制器（PLC）,方法、标准与流程,9.0,工业自动化与电气控制,,,,22
GJ0008268,云计算,8-00-00,不便分类的其他从业人员,11,10926.0,62849,1741643,0.0010067728354384037,0.0001750226733917803,0.0278992324687974,0.0010708679711218735,云计算,JN0091,云计算,工具软件与技术平台,13.0,云计算、系统运维与DevOps,,,,27
GJ0008269,云计算,4-05-01,银行服务人员,13,10926.0,5903,1741643,0.00118982244188175,0.0022022700321870235,0.3510496234366012,0.0011938412723416698,云计算,JN0091,云计算,工具软件与技术平台,13.0,云计算、系统运维与DevOps,,,,24
GJ0008270,DOE试验设计,4-01-02,销售人员,24,7439.0,257023,1741643,0.003226240086033069,9.337685732405271e-05,0.021861695109616233,0.0036132860160334986,DOE试验设计,JN0293,DOE试验设计（质量工程方法）,具体专业技能,6.0,质量管理与持续改进,,,,21
GJ0008271,小程序开发,2-10-02,编辑,56,5121.0,5518,1741643,0.010935364186682289,0.010148604566872055,3.4515223791565606,0.010905147919537828,小程序开发,JN0227,小程序开发,工具软件与技术平台,10.0,Web前端开发,0.0083755778522335,0.0088181784139187,0.0092607789756039,10
GJ0008272,AGV,8-00-00,不便分类的其他从业人员,19,2221.0,62849,1741643,0.008554705087798289,0.00030231189040398415,0.23706410974284833,0.008800410893306573,AGV,JN0440,自动导引运输车（AGV）,具体专业技能,9.0,工业自动化与电气控制,,,,13
GJ0008273,合同审查,8-00-00,不便分类的其他从业人员,131,12299.0,62849,1741643,0.010651272461175705,0.002084360928574838,0.2951632344683199,0.010692566020935145,合同审查,JN0113,合同审查,具体专业技能,14.0,金融风控、投资与合规,0.0015130514262409,0.0014896003735365,0.0014661493208321,15
GJ0008274,SOP,6-18-01,机械冷加工人员,23,22194.0,5287,1741643,0.0010363161214742723,0.0043502931719311515,0.34138315088950555,0.001038116178388368,SOP,JN0119,标准作业程序（SOP）,方法、标准与流程,6.0,质量管理与持续改进,,,,47
GJ0008275,IPD,2-02-11,电气工程技术人员,50,3204.0,23408,1741643,0.015605493133583021,0.0021360218728639782,1.1611072230712975,0.01559206068630364,IPD,JN0390,集成产品开发（IPD）,方法、标准与流程,6.0,质量管理与持续改进,,,,11
GJ0008276,吃苦耐劳,4-01-05,特殊商品购销人员,28,100288.0,255,1741643,0.0002791959157626037,0.10980392156862745,1.9069004404569743,0.0002791694408168432,吃苦耐劳,JN0778,吃苦耐劳,非技术性能力,9.0,工业自动化与电气控制,,,,84
GJ0008277,OA系统,2-06-10,保险专业人员,26,8833.0,6708,1741643,0.0029435073021623456,0.003875968992248062,0.7642425295557445,0.002945558648119834,OA系统,JN0116,OA系统（办公软件与通用数字工具）,方法、标准与流程,1.0,表达沟通与通用办公协作,,,,35
GJ0008278,二级建造师,6-31-03,检验试验人员,4,1498.0,24391,1741643,0.0026702269692923898,0.00016399491615759913,0.19066795578202228,0.0028195598447366458,二级建造师,JN0757,二级建造师,证书与资质,16.0,建筑施工与工程造价,,,,27
GJ0008279,采购流程,4-14-01,医疗辅助服务人员,11,9253.0,13922,1741643,0.0011888036312547282,0.0007901163625915816,0.1487194025821993,0.0012034802144810818,采购流程,JN0181,采购流程,方法、标准与流程,4.0,供应链与物流管理,,,,26
GJ0008280,供应链管理,2-02-06,化工工程技术人员,17,12338.0,10429,1741643,0.001377857027070838,0.0016300699971234058,0.23010212352082995,0.0013853180513871107,供应链管理,JN0185,供应链管理,方法、标准与流程,4.0,供应链与物流管理,,,,22
GJ0008281,公关能力,4-06-01,物业管理服务人员,45,6007.0,9307,1741643,0.00749126019643749,0.00483507037713549,1.4018589107450286,0.007484134078884338,公关能力,JN0803,公关能力,非技术性能力,2.0,组织协调与商业执行,,,,13
GJ0008282,软件开发流程,2-01-06,自然科学和地球科学研究人员,107,30840.0,1648,1741643,0.0034695201037613487,0.06492718446601942,3.6666658993174917,0.0034678847912855454,软件开发流程,JN0056,软件开发流程,方法、标准与流程,1.0,表达沟通与通用办公协作,0.0858639009190593,0.091593181034524,0.0995096993229301,20
GJ0008283,物业管理,2-07-08,法律顾问,48,11570.0,14564,1741643,0.00414866032843561,0.0032957978577313925,0.4961195564678372,0.0041559313527063145,物业管理,JN0007,物业管理,职业职能与业务活动,2.0,组织协调与商业执行,,,,19
GJ0008284,SCADA,4-01-02,销售人员,38,1793.0,257023,1741643,0.021193530395984383,0.00014784669076308346,0.1436119096713268,0.022587700161938153,SCADA,JN0481,数据采集与监控系统（SCADA）,工具软件与技术平台,9.0,工业自动化与电气控制,,,,8
GJ0008285,FRM,4-01-06,电子商务服务人员,4,857.0,17458,1741643,0.004667444574095682,0.0002291213197388017,0.46563307196481424,0.004789597908025498,FRM,JN0763,FRM（证书资质）,证书与资质,14.0,金融风控、投资与合规,,,,17
GJ0008286,SOP,6-31-07,其他生产辅,2,22194.0,201,1741643,9.01144453455889e-05,0.009950248756218905,0.7808318056469029,9.013721821085059e-05,SOP,JN0119,标准作业程序（SOP）,方法、标准与流程,6.0,质量管理与持续改进,,,,85
GJ0008287,UART,6-31-06,安全生产管理人员,4,3868.0,21737,1741643,0.001034126163391934,0.0001840180337673092,0.0828577353631328,0.0010930079411392746,UART,JN0336,UART（嵌入式通信接口）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,,,,10
GJ0008288,数据库技术,2-02-18,建筑工程技术人员,101,55944.0,32576,1741643,0.0018053768053768054,0.003100442043222004,0.09652265089166488,0.001811415973699881,数据库技术,JN0686,数据库技术,专业知识与行业经验,3.0,Java后端开发与中间件,0.0024193483798814,0.0021090807975452,0.001798813215209,19
GJ0008289,职业健康,3-02-03,消防和应急救援人员,17,12306.0,1523,1741643,0.001381439947992849,0.011162179908076166,1.5797604828247602,0.0013806173318893433,职业健康,JN0703,职业健康,专业知识与行业经验,20.0,安全环保与职业健康,,,,37
GJ0008290,IIS,4-07-02,商务咨询服务人员,21,375.0,39144,1741643,0.056,0.000536480686695279,2.4916208869814023,0.054302548320497926,IIS,JN0495,IIS（软件开发框架与工具）,工具软件与技术平台,7.0,网络通信与软件开发基础,,,,5
GJ0008291,分子生物学,2-02-38,数字技术工程技术人员,55,5021.0,28499,1741643,0.01095399322844055,0.0019298922769219972,0.6694250895947537,0.010975454412036196,分子生物学,JN0707,分子生物学,专业知识与行业经验,18.0,医药研发与药事管理,,,,15
GJ0008292,电路设计,4-13-04,教育服务人员,16,18963.0,7647,1741643,0.0008437483520539998,0.0020923237871060545,0.19216796274570214,0.0008474853096690942,电路设计,JN0079,电路设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,,,,18
GJ0008293,TypeScript,4-07-02,商务咨询服务人员,9,2817.0,39144,1741643,0.003194888178913738,0.0002299202942979767,0.14215089496699007,0.0033308095123710533,TypeScript,JN0334,TypeScript（编程语言）,工具软件与技术平台,10.0,Web前端开发,,,,10
GJ0008294,MySQL,2-06-07,商务专业人员,17,32308.0,80701,1741643,0.0005261854649003342,0.00021065414307133742,0.011355834892323674,0.0005545261890816943,MySQL,JN0036,MySQL（数据库与数据工程）,工具软件与技术平台,3.0,Java后端开发与中间件,,,,19
GJ0008295,知识产权,2-10-03,校对员,1,13555.0,31,1741643,7.377351530800442e-05,0.03225806451612903,4.1447460168251204,7.369104867024394e-05,知识产权,JN0694,知识产权,专业知识与行业经验,18.0,医药研发与药事管理,,,,89
GJ0008296,FANUC机器人,4-13-04,教育服务人员,16,1704.0,7647,1741643,0.009389671361502348,0.0020923237871060545,2.1385452333020836,0.009331678441675416,FANUC机器人,JN0500,FANUC机器人（工业自动化与制造系统）,具体专业技能,9.0,工业自动化与电气控制,,,,14
GJ0008297,平面设计,3-01-02,行政事务处理人员,56,9539.0,36106,1741643,0.005870636335045603,0.0015509887553315238,0.2831815398681058,0.00590172821300739,平面设计,JN0070,平面设计,方法、标准与流程,5.0,视觉设计与数字内容制作,0.001061276018862,0.0009263338877118,0.0007913917565616,10
GJ0008298,SRM系统,2-06-08,人力资源专业人员,8,2498.0,54357,1741643,0.0032025620496397116,0.0001471751568335265,0.10261272284748342,0.003425021325382605,SRM系统,JN0451,SRM系统（工业自动化与制造系统）,具体专业技能,4.0,供应链与物流管理,,,,17
GJ0008299,供应商管理,6-31-06,安全生产管理人员,21,13672.0,21737,1741643,0.0015359859566998245,0.0009660946772783733,0.12306846343030557,0.001551973040837679,供应商管理,JN0152,供应商管理,方法、标准与流程,4.0,供应链与物流管理,,,,31
GJ0008300,Outlook,2-02-11,电气工程技术人员,5,1427.0,23408,1741643,0.00350385423966363,0.0002136021872863978,0.2606998978780965,0.003641191190492699,Outlook,JN0448,Outlook（办公软件与通用数字工具）,方法、标准与流程,18.0,医药研发与药事管理,,,,24
GJ0008301,CorelDRAW,4-04-05,软件和信息技术服务人员,84,2662.0,118627,1741643,0.03155522163786627,0.0007081018655112243,0.4632834926200471,0.03182783088527185,CorelDRAW,JN0229,CorelDRAW（平面与视觉设计）,工具软件与技术平台,5.0,视觉设计与数字内容制作,0.0013058111674027,0.0015803304681697,0.0020278722296997,5
GJ0008302,责任心,4-11-02,燃气供应服务人员,2,358221.0,13,1741643,5.5831456000625316e-06,0.15384615384615385,0.7479881886407467,5.58325061711307e-06,责任心,JN0772,责任心,非技术性能力,1.0,表达沟通与通用办公协作,,,,204
GJ0008303,ISO 13485,4-04-05,软件和信息技术服务人员,44,1880.0,118627,1741643,0.023404255319148935,0.00037091050098206986,0.3436136583308059,0.023874864439104793,ISO 13485,JN0450,ISO 13485（质量方法与管理体系）,方法、标准与流程,6.0,质量管理与持续改进,,,,7
