学校,专业主键,年级,学院,专业,专业方向_路径,技能编号,标准技能名称,技能展示名称,技能一级类型,技能簇名称,技能供给原始分,证据条数,直接证据条数,语义规则证据条数,证据摘要,映射依据,专业区分度权重,技能供给区分度得分,专业内排名,是否代表性技能
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0695,劳动法,劳动法,专业知识与行业经验,人力资源与行政管理,3.3,2,2,0,劳动法,核心课程直接出现“劳动法”；课程名称直接出现唯一技能别名“劳动法”,3.2744142160273495,10.805566912890253,6,是
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0730,公司治理,公司治理,专业知识与行业经验,金融风控、投资与合规,3.3,2,2,0,公司治理,核心课程直接出现“公司治理”；课程名称直接出现唯一技能别名“公司治理”,3.120263536200091,10.2968696694603,7,是
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0770,沟通能力,沟通能力,非技术性能力,组织协调与商业执行,1.0,1,1,0,沟通能力,培养目标直接出现“沟通能力”,1.7953381214564925,1.7953381214564925,28,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,团队合作,培养目标直接出现“团队合作”,1.4111957828171493,1.4111957828171493,30,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,23,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,26,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0776,抗压能力,抗压能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,抗压能力,毕业要求直接出现“抗压能力”,3.392197251683733,5.088295877525599,13,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,写作能力；应用写作 / Practical Writing,毕业要求直接出现“写作能力”；写作课程,1.0649195460993157,2.449314956028426,27,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,2.5,2,2,0,职业道德,培养目标直接出现“职业道德”；毕业要求直接出现“职业道德”,1.0710357731167517,2.677589432791879,22,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0781,问题解决,问题解决,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,问题解决,毕业要求直接出现“问题解决”,2.314638372213455,3.4719575583201827,15,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0786,管理能力,管理能力,非技术性能力,组织协调与商业执行,1.0,1,1,0,管理能力,培养目标直接出现“管理能力”,2.730798769438368,2.730798769438368,21,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0787,领导力,领导力,非技术性能力,组织协调与商业执行,2.5,2,2,0,领导力,培养目标直接出现“领导力”；毕业要求直接出现“领导力”,2.4035858582299516,6.0089646455748795,9,是
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,2.5,2,2,0,创新能力,培养目标直接出现“创新能力”；毕业要求直接出现“创新能力”,1.2895886507223624,3.223971626805906,17,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0793,人际交往,人际交往,非技术性能力,组织协调与商业执行,1.0,1,1,0,人际沟通能力,培养目标直接出现“人际沟通能力”,3.456735772821304,3.456735772821304,16,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0820,团队建设,团队建设,非技术性能力,组织协调与商业执行,0.8,1,1,0,团队建设,课程名称直接出现唯一技能别名“团队建设”,3.9675613965872945,3.1740491172698357,18,否
首都经济贸易大学,CUEB-2025-137,2025级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,批判性思维,培养目标直接出现“批判性思维”,2.638425449307353,2.638425449307353,24,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,25,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,2.5,2,2,0,数据分析,培养目标直接出现“数据分析”；毕业要求直接出现“数据分析”,1.5798184952529422,3.9495462381323554,9,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,1.0,1,1,0,Python,培养目标直接出现“Python”,1.5108256237659907,1.5108256237659907,22,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0044,方案设计,方案设计,方法、标准与流程,嵌入式与电子硬件开发,1.0,1,1,0,方案设计,培养目标直接出现“方案设计”,4.373026504695459,4.373026504695459,7,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0063,招聘,招聘,方法、标准与流程,人力资源与行政管理,3.3,2,2,0,招聘,核心课程直接出现“招聘”；课程名称直接出现唯一技能别名“招聘”,3.456735772821304,11.407228050310302,2,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,1.5,1,1,0,统计分析,毕业要求直接出现“统计分析”,1.1880522315029396,1.7820783472544095,21,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0087,员工关系,员工关系,方法、标准与流程,人力资源与行政管理,1.0,1,1,0,劳动关系,培养目标直接出现“劳动关系”,3.2744142160273495,3.2744142160273495,13,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,0.8,1,0,1,会计学 / Accounting,会计课程,1.2895886507223624,1.03167092057789,23,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,2.6,3,3,0,人工智能；ai,培养目标直接出现“人工智能”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai”,1.312755710003897,3.4131648460101323,12,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0233,R语言,R语言（编程语言）,工具软件与技术平台,人工智能与数据挖掘,1.0,1,1,0,R语言,培养目标直接出现“R语言”,5.0661736852554045,5.0661736852554045,6,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0250,跨文化沟通,跨文化沟通,语言能力,供应链与物流管理,1.0,1,1,0,跨文化沟通,培养目标直接出现“跨文化沟通”,2.730798769438368,2.730798769438368,15,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0373,人力资源管理流程,人力资源管理流程,方法、标准与流程,人力资源与行政管理,1.6,2,0,2,人力资源管理 / Human Resource Management；公共部门人力资源管理（双语）  / Human Resources Management in the Public Sector（Bilingual）,人力资源课程,2.194494060371392,3.5111904965942276,10,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,24,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,4,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0524,精算,精算,具体专业技能,金融风控、投资与合规,1.0,1,1,0,精算,培养目标直接出现“精算”,4.218875824868201,4.218875824868201,8,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0690,风险管理,风险管理,专业知识与行业经验,金融风控、投资与合规,3.3,2,2,0,风险管理,核心课程直接出现“风险管理”；课程名称直接出现唯一技能别名“风险管理”,1.916290731874155,6.323759415184711,3,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0695,劳动法,劳动法,专业知识与行业经验,人力资源与行政管理,5.8,4,4,0,劳动法,培养目标直接出现“劳动法”；毕业要求直接出现“劳动法”；核心课程直接出现“劳动法”；课程名称直接出现唯一技能别名“劳动法”,3.2744142160273495,18.991602452958627,1,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0770,沟通能力,沟通能力,非技术性能力,组织协调与商业执行,1.0,1,1,0,沟通能力,培养目标直接出现“沟通能力”,1.7953381214564925,1.7953381214564925,20,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,17,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,18,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0776,抗压能力,抗压能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,抗压能力,毕业要求直接出现“抗压能力”,3.392197251683733,5.088295877525599,5,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,写作能力；应用写作 / Practical Writing,毕业要求直接出现“写作能力”；写作课程,1.0649195460993157,2.449314956028426,19,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,2.5,2,2,0,职业道德,培养目标直接出现“职业道德”；毕业要求直接出现“职业道德”,1.0710357731167517,2.677589432791879,16,否
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0781,问题解决,问题解决,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,问题解决,毕业要求直接出现“问题解决”,2.314638372213455,3.4719575583201827,11,是
首都经济贸易大学,CUEB-2025-138,2025级,劳动经济学院,劳动与社会保障,劳动与社会保障专业,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,2.5,2,2,0,创新能力,培养目标直接出现“创新能力”；毕业要求直接出现“创新能力”,1.2895886507223624,3.223971626805906,14,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0025,英语,英语,语言能力,供应链与物流管理,2.3,2,2,0,英语,毕业要求直接出现“英语”；课程名称直接出现唯一技能别名“英语”,1.0,2.3,17,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,4.8,3,3,0,数据分析,毕业要求直接出现“数据分析”；核心课程直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,7.583128777214122,5,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0058,市场分析,市场分析,方法、标准与流程,组织协调与商业执行,2.5,1,1,0,市场分析,核心课程直接出现“市场分析”,3.7668907011251433,9.417226752812859,4,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0063,招聘,招聘,方法、标准与流程,人力资源与行政管理,0.8,1,1,0,招聘,课程名称直接出现唯一技能别名“招聘”,3.456735772821304,2.7653886182570435,12,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0087,员工关系,员工关系,方法、标准与流程,人力资源与行政管理,6.6,5,5,0,劳动关系；员工关系,培养目标直接出现“劳动关系”；毕业要求直接出现“劳动关系”；核心课程直接出现“员工关系”；课程名称直接出现唯一技能别名“劳动关系”；课程名称直接出现唯一技能别名“员工关系”,3.2744142160273495,21.611133825780506,1,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,0.8,1,0,1,会计学 / Accounting,会计课程,1.2895886507223624,1.03167092057789,21,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0131,绩效管理,绩效管理,方法、标准与流程,人力资源与行政管理,2.5,1,1,0,绩效管理,核心课程直接出现“绩效管理”,3.8622008809294686,9.655502202323671,3,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,1.6,2,2,0,人工智能；ai,课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai”,1.312755710003897,2.100409136006235,18,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0373,人力资源管理流程,人力资源管理流程,方法、标准与流程,人力资源与行政管理,0.8,1,0,1,人力资源管理 Human Resource Management,人力资源课程,2.194494060371392,1.7555952482971138,19,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,22,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,6,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0695,劳动法,劳动法,专业知识与行业经验,人力资源与行政管理,5.1,4,4,0,劳动法；劳动争议,培养目标直接出现“劳动法”；核心课程直接出现“劳动争议”；课程名称直接出现唯一技能别名“劳动法”；课程名称直接出现唯一技能别名“劳动争议”,3.2744142160273495,16.69951250173948,2,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0770,沟通能力,沟通能力,非技术性能力,组织协调与商业执行,1.8,2,2,0,沟通能力；沟通,培养目标直接出现“沟通能力”；课程名称直接出现唯一技能别名“沟通”,1.7953381214564925,3.231608618621687,10,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,协作能力,培养目标直接出现“协作能力”,1.4111957828171493,1.4111957828171493,20,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0772,责任心,责任心,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,责任心,毕业要求直接出现“责任心”,3.456735772821304,5.185103659231956,7,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,14,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,15,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,书面表达能力；应用写作 / Practical Writing,毕业要求直接出现“书面表达能力”；写作课程,1.0649195460993157,2.449314956028426,16,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,2.5,2,2,0,职业道德；职业操守,培养目标直接出现“职业道德”；毕业要求直接出现“职业操守”,1.0710357731167517,2.677589432791879,13,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,2.5,2,2,0,创新意识；创新能力,培养目标直接出现“创新意识”；毕业要求直接出现“创新能力”,1.2895886507223624,3.223971626805906,11,否
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0806,审美能力,审美能力,非技术性能力,视觉设计与数字内容制作,1.0,1,1,0,审美素养,培养目标直接出现“审美素养”,4.778491612803624,4.778491612803624,8,是
首都经济贸易大学,CUEB-2025-139,2025级,劳动经济学院,劳动关系,劳动关系专业,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,批判性思维,毕业要求直接出现“批判性思维”,2.638425449307353,3.9576381739610293,9,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,20,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,3.3,2,2,0,数据分析,核心课程直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,5.213401034334709,4,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,0.8,1,1,0,python,课程名称直接出现唯一技能别名“python”,1.5108256237659907,1.2086604990127927,16,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0063,招聘,招聘,方法、标准与流程,人力资源与行政管理,0.8,1,1,0,招聘,课程名称直接出现唯一技能别名“招聘”,3.456735772821304,2.7653886182570435,8,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,0.8,1,0,1,数据分析与计量经济学编程  / Data Analysis and Econometrics Programming,统计方法课程,1.1880522315029396,0.9504417852023517,19,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0076,数据处理,数据处理,具体专业技能,大数据工程与数据仓库,1.5,1,1,0,数据处理,毕业要求直接出现“数据处理”,2.5812670354674037,3.8719005532011055,6,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0087,员工关系,员工关系,方法、标准与流程,人力资源与行政管理,4.8,3,3,0,劳动关系,毕业要求直接出现“劳动关系”；核心课程直接出现“劳动关系”；课程名称直接出现唯一技能别名“劳动关系”,3.2744142160273495,15.717188236931277,1,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,0.8,1,0,1,会计学 / Accounting,会计课程,1.2895886507223624,1.03167092057789,17,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0143,机器学习,机器学习,方法、标准与流程,人工智能与数据挖掘,0.8,1,1,0,机器学习,课程名称直接出现唯一技能别名“机器学习”,2.3361445774344194,1.8689156619475356,13,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,1.6,2,2,0,人工智能；ai,课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai”,1.312755710003897,2.100409136006235,12,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0373,人力资源管理流程,人力资源管理流程,方法、标准与流程,人力资源与行政管理,0.8,1,0,1,人力资源管理 Human Resource Management,人力资源课程,2.194494060371392,1.7555952482971138,14,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,18,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0695,劳动法,劳动法,专业知识与行业经验,人力资源与行政管理,3.3,2,2,0,劳动法,核心课程直接出现“劳动法”；课程名称直接出现唯一技能别名“劳动法”,3.2744142160273495,10.805566912890253,2,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,9,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,学习能力,毕业要求直接出现“学习能力”,1.7221347174331973,2.583202076149796,10,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,写作能力；应用写作 / Practical Writing,毕业要求直接出现“写作能力”；写作课程,1.0649195460993157,2.449314956028426,11,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,职业道德,毕业要求直接出现“职业道德”,1.0710357731167517,1.6065536596751275,15,否
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0785,分析判断,分析判断,非技术性能力,组织协调与商业执行,2.5,2,2,0,分析能力,培养目标直接出现“分析能力”；毕业要求直接出现“分析能力”,2.121734706088964,5.304336765222411,3,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0788,口头表达,口头表达,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,语言表达能力,毕业要求直接出现“语言表达能力”,1.9021060968821986,2.853159145323298,7,是
首都经济贸易大学,CUEB-2025-140,2025级,劳动经济学院,劳动经济学,劳动经济学专业,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,批判性思维,毕业要求直接出现“批判性思维”,2.638425449307353,3.9576381739610293,5,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,24,否
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,1.0,1,1,0,数据分析,培养目标直接出现“数据分析”,1.5798184952529422,1.5798184952529422,21,否
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0028,项目管理,项目管理,方法、标准与流程,表达沟通与通用办公协作,2.3,2,1,1,项目管理；社会项目管理  / Social Project Management,毕业要求直接出现“项目管理”；项目管理课程,2.7635885922613586,6.356253762201124,4,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0076,数据处理,数据处理,具体专业技能,大数据工程与数据仓库,1.5,1,1,0,数据处理,毕业要求直接出现“数据处理”,2.5812670354674037,3.8719005532011055,12,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0087,员工关系,员工关系,方法、标准与流程,人力资源与行政管理,0.8,1,1,0,劳动关系,课程名称直接出现唯一技能别名“劳动关系”,3.2744142160273495,2.61953137282188,17,否
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,0.8,1,0,1,会计学 / Accounting,会计课程,1.2895886507223624,1.03167092057789,22,否
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0154,计算机操作,计算机操作,方法、标准与流程,表达沟通与通用办公协作,1.5,1,1,0,计算机操作,毕业要求直接出现“计算机操作”,4.778491612803624,7.1677374192054355,3,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,3.1,3,3,0,人工智能；ai,毕业要求直接出现“人工智能”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai”,1.312755710003897,4.069542701012081,11,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0250,跨文化沟通,跨文化沟通,语言能力,供应链与物流管理,1.0,1,1,0,跨文化沟通,培养目标直接出现“跨文化沟通”,2.730798769438368,2.730798769438368,15,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0365,文献检索,文献检索,方法、标准与流程,医药研发与药事管理,1.5,1,1,0,文献检索,毕业要求直接出现“文献检索”,3.2744142160273495,4.9116213240410245,8,是
首都经济贸易大学,CUEB-2025-141,2025级,劳动经济学院,社会工作,社会工作专业,JN0373,人力资源管理流程,人力资源管理流程,方法、标准与流程,人力资源与行政管理,0.8,1,0,1,人力资源管理Human Resource Management,人力资源课程,2.194494060371392,1.7555952482971138,19,否
