城市技能关系主键,canonical_skill,城市,预测年份,城市内技能需求占比预测,预测下限90%,预测上限90%,预测模型,趋势模型平均权重,标准技能名称,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,每万岗位需求数预测,城市排名
CS0030855,方案设计,沈阳,2028,0.0209115998403015,0.0015994468905157,0.0488875573000214,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,209.11599840301503,45
CS0030856,方案设计,济南,2026,0.025982404925015,0.0043307637751167,0.0508504204829813,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,259.82404925015,34
CS0030857,方案设计,济南,2027,0.0256485512702528,0.0039969101203546,0.0505165668282192,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,256.485512702528,37
CS0030858,方案设计,济南,2028,0.0253146976154906,0.0036630564655924,0.050182713173457,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,253.146976154906,39
CS0030859,方案设计,海口,2026,0.0111252736508406,0.0008061556318875,0.036614853265763,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,111.252736508406,60
CS0030860,方案设计,海口,2027,0.0110823050641679,0.0006546770605758,0.0365718846790903,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,110.823050641679,60
CS0030861,方案设计,海口,2028,0.0110393364774952,0.0005031984892641,0.0365289160924176,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,110.393364774952,59
CS0030862,方案设计,深圳,2026,0.0544075638440212,0.0261367213859729,0.0826784063020695,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,544.075638440212,1
CS0030863,方案设计,深圳,2027,0.0603886010728015,0.0321177586147532,0.0886594435308498,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,603.886010728015,1
CS0030864,方案设计,深圳,2028,0.0681401876056433,0.039869345147595,0.0964110300636916,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,681.401876056433,2
CS0030865,方案设计,温州,2026,0.0126064990817151,0.0014798682074018,0.0374956240071772,seasonal_naive+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,126.064990817151,58
CS0030866,方案设计,温州,2027,0.0126064990817151,0.0014798682074018,0.0374956240071772,seasonal_naive+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,126.064990817151,58
CS0030867,方案设计,温州,2028,0.0126064990817151,0.0014798682074018,0.0374956240071772,seasonal_naive+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,126.064990817151,58
CS0030868,方案设计,湖州,2026,0.0258009644883602,0.0013692478244512,0.0601260109173001,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,258.009644883602,36
CS0030869,方案设计,湖州,2027,0.0273005084710129,0.0010861539828617,0.0616255548999528,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,273.005084710129,35
CS0030870,方案设计,湖州,2028,0.029233116629333,0.0010126546261931,0.0635581630582729,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,292.33116629333,35
CS0030871,方案设计,潍坊,2026,0.031816062333188,0.004996045845389,0.0635549400727133,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,318.16062333187995,27
CS0030872,方案设计,潍坊,2027,0.0367946428998454,0.0076369925184885,0.0685335206393706,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,367.946428998454,17
CS0030873,方案设计,潍坊,2028,0.043285226596753,0.0129498074729456,0.0750241043362782,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,432.85226596752995,12
CS0030874,方案设计,烟台,2026,0.022046022695719,0.0017943105236547,0.0586616855139135,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,220.46022695719003,43
CS0030875,方案设计,烟台,2027,0.0218417748897755,0.0011990466627605,0.05845743770797,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,218.41774889775502,43
CS0030876,方案设计,烟台,2028,0.0216375270838321,0.0006037828018662,0.0582531899020265,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,216.375270838321,43
CS0030877,方案设计,珠海,2026,0.0293534357148317,0.0008093309895188,0.0641668856671203,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,293.53435714831704,30
CS0030878,方案设计,珠海,2027,0.0302603060813289,0.0005942605372154,0.0650737560336175,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,302.603060813289,32
CS0030879,方案设计,珠海,2028,0.031344332472356,0.0006901749191368,0.0661577824246447,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,313.44332472355995,31
CS0030880,方案设计,盐城,2026,0.029225740682213,0.0013855043508027,0.0694054257612889,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,292.25740682213,31
CS0030881,方案设计,盐城,2027,0.0360918733980858,0.0034376649007771,0.0762715584771618,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,360.91873398085795,20
CS0030882,方案设计,盐城,2028,0.0458693515419085,0.0097322017205349,0.0860490366209845,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,458.693515419085,10
CS0030883,方案设计,石家庄,2026,0.0138463377793806,0.0014041457547991,0.0328748940987883,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,138.463377793806,56
CS0030884,方案设计,石家庄,2027,0.0137009461424726,0.0010640177182328,0.0327295024618804,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,137.009461424726,56
CS0030885,方案设计,石家庄,2028,0.0135555545055647,0.000785705660556,0.0325841108249724,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,135.555545055647,55
CS0030886,方案设计,福州,2026,0.0294243485839454,0.006223241946056,0.0529794414322285,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,294.24348583945397,29
CS0030887,方案设计,福州,2027,0.0299568185721852,0.0066766539443556,0.0535119114204683,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,299.568185721852,33
CS0030888,方案设计,福州,2028,0.0306356503546623,0.007274717946774,0.0541907432029454,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,306.356503546623,34
CS0030889,方案设计,绍兴,2026,0.0324858130734049,0.0034858906298657,0.0778577789600937,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,324.85813073404904,24
CS0030890,方案设计,绍兴,2027,0.0338635105019891,0.0021414380171468,0.0792354763886779,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,338.635105019891,25
CS0030891,方案设计,绍兴,2028,0.0359361731500987,0.001240044206954,0.0813081390367875,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,359.361731500987,23
CS0030892,方案设计,绵阳,2026,0.0423589428593929,0.0075238376022027,0.1012605613354794,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,423.58942859392903,6
CS0030893,方案设计,绵阳,2027,0.0404501722728854,0.0055540443205262,0.0993517907489719,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,404.501722728854,10
CS0030894,方案设计,绵阳,2028,0.0385414016863779,0.0035842510388497,0.0974430201624645,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,385.414016863779,19
CS0030895,方案设计,芜湖,2026,0.0256765306328596,0.0039730461934862,0.0513520795080477,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,256.765306328596,37
CS0030896,方案设计,芜湖,2027,0.0284277901972237,0.0054701323887155,0.0541033390724118,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,284.27790197223703,34
CS0030897,方案设计,芜湖,2028,0.0320493768774572,0.0078674560706694,0.0577249257526454,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,320.493768774572,28
CS0030898,方案设计,苏州,2026,0.0370654769827512,0.0032672455828444,0.0719517145212991,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,370.654769827512,11
CS0030899,方案设计,苏州,2027,0.0393251309754209,0.0049025784695151,0.0742113685139688,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,393.251309754209,13
CS0030900,方案设计,苏州,2028,0.0421577633648957,0.0072912178476078,0.0770440009034436,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,421.577633648957,13
CS0030901,方案设计,西安,2026,0.0362254545916236,0.006677787322835,0.0657731218604123,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,362.254545916236,13
CS0030902,方案设计,西安,2027,0.0365864340885419,0.0070387668197532,0.0661341013573306,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,365.864340885419,18
CS0030903,方案设计,西安,2028,0.0370288230865327,0.007481155817744,0.0665764903553214,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,370.288230865327,20
CS0030904,方案设计,贵阳,2026,0.0206227663243653,0.0030340777028643,0.0447460392070474,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,206.22766324365298,46
CS0030905,方案设计,贵阳,2027,0.0202214474757114,0.0022926879663393,0.0443447203583936,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,202.214474757114,46
CS0030906,方案设计,贵阳,2028,0.0197834021690407,0.0015255963337079,0.0439066750517229,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,197.834021690407,46
CS0030907,方案设计,连云港,2026,0.0122277221814099,0.0025408061796353,0.048696784388177,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,122.277221814099,59
CS0030908,方案设计,连云港,2027,0.0111626137566311,0.0014756977548565,0.0476316759633982,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,111.626137566311,59
CS0030909,方案设计,连云港,2028,0.0100975053318523,0.0004105893300777,0.0465665675386195,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,100.97505331852301,61
CS0030910,方案设计,郑州,2026,0.0192086699293706,0.0017350377088316,0.0485884977070178,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,192.08669929370598,47
CS0030911,方案设计,郑州,2027,0.0169156691018323,0.001177665208752,0.0462954968794795,trend_seasonal+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,169.15669101832302,49
CS0030912,方案设计,郑州,2028,0.0144179096577586,0.0003150126010524,0.0437977374354058,trend_seasonal+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,144.179096577586,53
CS0030913,方案设计,重庆,2026,0.0318939989578158,0.0077910652419312,0.0564166920414805,seasonal_3y+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,318.93998957815796,26
CS0030914,方案设计,重庆,2027,0.0318753911441621,0.0077724574282775,0.0563980842278268,seasonal_3y+留出校准组合,0.85,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,318.753911441621,27
CS0030915,方案设计,重庆,2028,0.0318567833305084,0.0077538496146238,0.0563794764141731,seasonal_3y+留出校准组合,0.9528571428571428,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,318.567833305084,30
CS0030916,方案设计,金华,2026,0.0269827600904426,0.0028734918660666,0.0601631370915874,trend_seasonal+留出校准组合,0.747142857142857,方案设计,JN0044,方案设计,方法、标准与流程,11.0,嵌入式与电子硬件开发,269.827600904426,33
