组合职业关系主键,技能组合编号,职业小类代码,职业小类名称,组合职业关联岗位数,组合岗位总数,职业岗位总数,掌握组合后进入该职业概率,职业内组合需求占比,职业组合相对集中度,职业排名
ZG00030570,ZH00242,2-02-06,化工工程技术人员,11,3748,31535,0.002934898612593383,0.0003488187727921357,0.7952308584979269,17
ZG00030571,ZH01381,4-01-06,电子商务服务人员,7,15173,135407,0.00046134581163909577,5.169599799124122e-05,0.029112427676788476,18
ZG00030572,ZH01617,2-06-03,会计专业人员,5,2217,305561,0.0022552999548940008,1.6363344798583588e-05,0.06306658939388926,22
ZG00030573,ZH01305,4-14-01,医疗辅助服务人员,4,5072,48020,0.0007886435331230284,8.329862557267805e-05,0.14033033029087513,24
ZG00030574,ZH02275,4-01-02,销售人员,15,2227,1199332,0.00673551863493489,1.250696220896299e-05,0.04798710797386537,8
ZG00030575,ZH01919,4-01-01,购销服务人员,5,4762,131360,0.0010499790004199917,3.806333739342265e-05,0.06829838433681996,25
ZG00030576,ZH02910,2-02-30,管理（工业）工程技术人员,11,444,518059,0.024774774774774775,2.1233102793311188e-05,0.408623602977914,6
ZG00030577,ZH00459,4-04-05,软件和信息技术服务人员,50,4233,749774,0.011811953697141508,6.668676161083206e-05,0.13461216719636057,6
ZG00030578,ZH02308,2-06-08,人力资源专业人员,9,14655,320346,0.0006141248720573184,2.8094622689217283e-05,0.016380620081967282,33
ZG00030579,ZH02528,2-07-08,法律顾问,5,2097,63060,0.002384358607534573,7.92895654931811e-05,0.3230803644552251,32
ZG00030580,ZH03076,2-02-30,管理（工业）工程技术人员,12,333,518059,0.036036036036036036,2.3163384865430386e-05,0.5943616043315113,8
ZG00030581,ZH03320,2-02-29,管理(工业),8,4976,4939,0.001607717041800643,0.001619761085239927,2.781400611576995,25
ZG00030582,ZH03059,2-02-38,数字技术工程技术人员,8,2036,145051,0.003929273084479371,5.515301514639678e-05,0.23146452696083764,6
ZG00030583,ZH00986,4-01-01,购销服务人员,8,208004,131360,3.846079883079172e-05,6.090133982947625e-05,0.002501774244433274,39
ZG00030584,ZH02739,4-04-04,信息通信网络运行管理人员,10,1869,64329,0.005350454788657036,0.00015545088529279175,0.7106845186163914,16
ZG00030585,ZH00157,4-01-02,销售人员,4,3749,1199332,0.0010669511869831954,3.3351899223901306e-06,0.0076014787557783,14
ZG00030586,ZH05024,4-07-02,商务咨询服务人员,6,1230,246669,0.004878048780487805,2.4324094231541054e-05,0.1689758043488514,13
ZG00030587,ZH02434,2-02-34,工业（产品）设计工程技术人员,20,4590,50371,0.004357298474945534,0.0003970538603561573,0.7391450859459413,12
ZG00030588,ZH01416,2-02-11,电气工程技术人员,6,6716,79149,0.0008933889219773674,7.580639047871735e-05,0.09644685876084273,14
ZG00030589,ZH01594,4-08-10,生产现场技术工艺人员,5,71,309768,0.07042253521126761,1.6141112058056353e-05,1.9425314574360242,6
ZG00030590,ZH00097,2-02-34,工业（产品）设计工程技术人员,26,5275,50371,0.0049289099526066355,0.0005161700184630045,0.8361097114387548,8
ZG00030591,ZH01180,2-06-10,保险专业人员,4,50769,15287,7.878823691622841e-05,0.0002616602341859096,0.04403845490103298,51
ZG00030592,ZH02775,2-02-18,建筑工程技术人员,4,17867,180761,0.00022387642021604075,2.2128667135056788e-05,0.010582702204635221,24
ZG00030593,ZH01605,2-02-24,食品工程技术人员,20,200811,1802,9.959613766178147e-05,0.011098779134295227,0.4722594606948734,82
ZG00030594,ZH04609,4-01-06,电子商务服务人员,10,10850,135407,0.0009216589861751152,7.385142570177317e-05,0.05815969257931686,28
ZG00030595,ZH00245,6-22-01,汽车零部件、饰件生产加工人员,7,11845,1136,0.0005909666525960321,0.006161971830985915,4.4450597209258085,59
ZG00030596,ZH02443,4-04-05,软件和信息技术服务人员,12,133,749774,0.09022556390977443,1.6004822786599694e-05,1.0282345330686211,3
ZG00030597,ZH00119,4-01-02,销售人员,8,11647,1199332,0.0006868721559199793,6.670379844780261e-06,0.004893611033813488,14
ZG00030598,ZH04366,4-04-05,软件和信息技术服务人员,8,894,749774,0.008948545861297539,1.066988185773313e-05,0.1019800096182898,8
ZG00030599,ZH02150,4-12-01,汽车摩托车修理技术服务人员,6,22569,4795,0.0002658513890735079,0.001251303441084463,0.4737435160606535,56
ZG00030600,ZH03566,2-02-30,管理（工业）工程技术人员,15,22,518059,0.6818181818181818,2.8954231081787983e-05,11.2455917183178,1
ZG00030601,ZH01109,2-02-07,机械工程技术人员,6,1343,267649,0.004467609828741623,2.2417419829702333e-05,0.14262726991433394,8
ZG00030602,ZH04404,1-01-00,中国共产党机关负责人,8,6679,2574,0.0011977840994160803,0.003108003108003108,3.9761518114564978,48
ZG00030603,ZH04914,4-13-04,教育服务人员,13,16,65820,0.8125,0.00019750835612275904,105.47716499544212,1
ZG00030604,ZH00589,4-04-05,软件和信息技术服务人员,12,354,749774,0.03389830508474576,1.6004822786599694e-05,0.38631410423199614,4
ZG00030605,ZH00464,4-08-08,专业化设计服务人员,23,19853,196680,0.001158515085881227,0.00011694122432377466,0.05033087150286147,26
ZG00030606,ZH02362,2-02-34,工业（产品）设计工程技术人员,10,316,50371,0.03164556962025317,0.00019852693017807866,5.368158140018782,8
ZG00030607,ZH04434,4-04-05,软件和信息技术服务人员,10,652,749774,0.015337423312883436,1.3337352322166412e-05,0.1747893569761332,10
ZG00030608,ZH03017,4-01-02,销售人员,18,250,1199332,0.072,1.5008354650755587e-05,0.5129629893974312,5
ZG00030609,ZH04239,2-06-04,审计专业人员,9,3479,55277,0.0025869502730669733,0.00016281636123523347,0.39988634314551463,17
ZG00030610,ZH04037,4-08-08,专业化设计服务人员,23,18401,196680,0.0012499320689092984,0.00011694122432377466,0.05430241790915215,8
ZG00030611,ZH01235,2-06-08,人力资源专业人员,5,33538,320346,0.0001490846204305564,1.5608123716231826e-05,0.0039765504353474765,14
ZG00030612,ZH01811,2-02-11,电气工程技术人员,6,328,79149,0.018292682926829267,7.580639047871735e-05,1.974808242188475,7
ZG00030613,ZH02002,4-08-08,专业化设计服务人员,3,2040,196680,0.0014705882352941176,1.525320317266626e-05,0.06388866956178445,10
ZG00030614,ZH02562,2-06-08,人力资源专业人员,3,2440,320346,0.0012295081967213116,9.364874229739094e-06,0.032794807008364825,28
ZG00030615,ZH02298,4-02-04,航空运输服务人员,9,3092,75,0.0029107373868046574,0.12,331.61542043984474,30
ZG00030616,ZH02941,2-02-30,管理（工业）工程技术人员,4,2286,518059,0.0017497812773403325,7.721128288476795e-06,0.02886007790061144,4
ZG00030617,ZH02528,2-06-09,保险专业人员,6,2097,17523,0.002861230329041488,0.000342407122068139,1.3952027243654508,28
ZG00030618,ZH03892,1-06-01,企业负责人,9,7345,46834,0.0012253233492171545,0.00019216808301661186,0.22355398423114148,35
ZG00030619,ZH04613,2-10-05,翻译人员,7,6939,21593,0.0010087908920593746,0.000324179132126152,0.39919135216375407,30
ZG00030620,ZH03943,2-02-11,电气工程技术人员,4,1985,79149,0.0020151133501259445,5.053759365247824e-05,0.21754394741824343,4
ZG00030621,ZH04719,2-02-32,制药工程技术人员,5,192062,1126,2.603326009309494e-05,0.004440497335701598,0.19755276997309168,105
ZG00030622,ZH01581,6-18-01,机械冷加工人员,14,545,15304,0.025688073394495414,0.0009147935180345008,14.342324127049594,7
ZG00030623,ZH03787,2-02-11,电气工程技术人员,5,1503,79149,0.00332667997338656,6.31719920655978e-05,0.3591356750043357,23
ZG00030624,ZH03882,2-10-05,翻译人员,4,15574,21593,0.0002568383202773854,0.00018524521835780114,0.1016341812421541,21
ZG00030625,ZH00250,2-01-08,医学研究人员,7,332,19852,0.02108433734939759,0.0003526093088857546,9.07504205821877,12
ZG00030626,ZH02254,4-09-08,环境卫生服务人员,8,20746,10457,0.0003856165043863877,0.0007650377737400784,0.315094963964429,55
ZG00030627,ZH00523,4-07-02,商务咨询服务人员,13,1194,246669,0.010887772194304857,5.270220416833895e-05,0.3771528631404431,10
ZG00030628,ZH04870,2-06-11,证券期货基金专业人员,4,208,120322,0.019230769230769232,3.324412825584681e-05,1.3656662315095518,3
ZG00030629,ZH02218,2-06-09,保险专业人员,10,3979,17523,0.0025131942699170647,0.0005706785367802317,1.225492214540651,16
ZG00030630,ZH00421,4-13-04,教育服务人员,12,720,65820,0.016666666666666666,0.00018231540565177758,2.163634153752659,4
ZG00030631,ZH03848,2-06-08,人力资源专业人员,5,2429,320346,0.0020584602717167557,1.5608123716231826e-05,0.05490553664087429,19
ZG00030632,ZH01576,6-31-06,安全生产管理人员,4,12766,66158,0.00031333228889237035,6.0461319870612774e-05,0.0404683726177436,29
ZG00030633,ZH02852,6-31-01,机械设备修理人员,4,46,91852,0.08695652173913043,4.354831685755346e-05,8.089217247405562,3
ZG00030634,ZH05036,2-02-30,管理（工业）工程技术人员,8,70,518059,0.11428571428571428,1.544225657695359e-05,1.8849753737370785,4
ZG00030635,ZH01890,4-01-01,购销服务人员,6,3750,131360,0.0016,4.567600487210719e-05,0.10407580998781973,16
ZG00030636,ZH00313,2-01-06,自然科学和地球科学研究人员,7,12199,6486,0.0005738175260267235,0.0010792476102374346,0.7559443423540806,30
ZG00030637,ZH00706,4-02-06,仓储物流服务人员,31,9147,224118,0.0033890893189023725,0.00013831999214699398,0.12921092430075615,13
ZG00030638,ZH04599,2-02-10,信息和通信工程技术人员,4,703,728309,0.005689900426742532,5.492174338090014e-06,0.0667547150233685,11
ZG00030639,ZH01494,2-06-11,证券期货基金专业人员,8,714,120322,0.011204481792717087,6.648825651169362e-05,0.7956822861456212,22
ZG00030640,ZH02750,2-02-18,建筑工程技术人员,11,6206,180761,0.0017724782468578795,6.085383462140617e-05,0.08378555201387336,17
ZG00030641,ZH02608,8-00-00,不便分类的其他从业人员,4,6964,322298,0.0005743825387708214,1.2410874408156426e-05,0.015227779340740837,31
ZG00030642,ZH01868,6-30-04,通用工程机,9,174782,122,5.1492716641301736e-05,0.07377049180327869,3.606441823266116,134
ZG00030643,ZH03007,2-02-07,机械工程技术人员,3,4718,267649,0.000635862653666808,1.1208709914851167e-05,0.02029974814486546,16
ZG00030644,ZH04422,4-08-10,生产现场技术工艺人员,10,9112,309768,0.0010974539069359087,3.2282224116112706e-05,0.030272110069788784,3
ZG00030645,ZH05025,2-02-10,信息和通信工程技术人员,9,2005,728309,0.004488778054862843,1.235739226070253e-05,0.05266297779960753,15
ZG00030646,ZH01850,2-10-05,翻译人员,4,2053,21593,0.001948368241597662,0.00018524521835780114,0.7709940276012217,14
ZG00030647,ZH00955,4-01-02,销售人员,5,17125,1199332,0.00029197080291970805,4.168987402987663e-06,0.002080141887256412,10
ZG00030648,ZH04531,4-04-05,软件和信息技术服务人员,9,1339,749774,0.006721433905899925,1.2003617089949772e-05,0.07659924919611276,10
ZG00030649,ZH00822,2-06-11,证券期货基金专业人员,7,19022,120322,0.0003679949532120702,5.817722444773192e-05,0.026133030610318415,9
ZG00030650,ZH01709,4-01-06,电子商务服务人员,3,1007,135407,0.0029791459781529296,2.2155427710531953e-05,0.18799384244853662,26
ZG00030651,ZH04526,2-02-06,化工工程技术人员,8,18777,31535,0.00042605315013047876,0.00025368638021246235,0.11544201591503067,46
ZG00030652,ZH02629,8-00-00,不便分类的其他从业人员,9,2980,322298,0.0030201342281879194,2.792446741835196e-05,0.08006848137250612,6
ZG00030653,ZH00612,4-04-05,软件和信息技术服务人员,13,1117,749774,0.011638316920322292,1.7338558018816338e-05,0.13263335628735054,7
ZG00030654,ZH05012,4-06-01,物业管理服务人员,7,1073,39075,0.0065237651444548,0.00017914267434420984,1.4265673761656288,11
ZG00030655,ZH01573,2-06-09,保险专业人员,7,7528,17523,0.0009298618490967056,0.0003994749757461622,0.4534223519075552,38
ZG00030656,ZH01896,4-13-04,教育服务人员,5,3061,65820,0.001633453119895459,7.596475235490732e-05,0.21205169752557906,19
ZG00030657,ZH01107,2-06-03,会计专业人员,11,2732,305561,0.004026354319180088,3.5999358556883896e-05,0.11259186790254594,17
ZG00030658,ZH00299,2-02-34,工业（产品）设计工程技术人员,15,1287,50371,0.011655011655011656,0.000297790395267118,1.9770838837365214,9
ZG00030659,ZH04954,4-13-04,教育服务人员,14,2785,65820,0.005026929982046679,0.0002127013065937405,0.652586243860766,9
ZG00030660,ZH05012,4-07-02,商务咨询服务人员,7,1073,246669,0.0065237651444548,2.8378109936797894e-05,0.22598348484678635,12
ZG00030661,ZH01336,2-02-30,管理（工业）工程技术人员,16,9179,518059,0.001743109271162436,3.088451315390718e-05,0.02875003293639732,5
ZG00030662,ZH02456,4-07-05,安全保护服务人员,3,2458,31518,0.0012205044751830757,9.518370454978108e-05,0.3308824110272452,25
ZG00030663,ZH01054,2-02-38,数字技术工程技术人员,11,1483,145051,0.007417397167902899,7.583539582629558e-05,0.43694197115769723,4
ZG00030664,ZH01485,2-02-30,管理（工业）工程技术人员,13,1073,518059,0.012115563839701771,2.5093666937549585e-05,0.19982847042180119,7
ZG00030665,ZH01357,2-06-08,人力资源专业人员,4,24158,320346,0.00016557662058117395,1.248649897298546e-05,0.0044164433645395695,32
ZG00030666,ZH02271,4-01-01,购销服务人员,26,7890,131360,0.0032953105196451204,0.0001979293544457978,0.21435131968340565,14
ZG00030667,ZH00274,2-06-08,人力资源专业人员,5,3482,320346,0.0014359563469270534,1.5608123716231826e-05,0.03830142116619289,14
ZG00030668,ZH03298,4-04-05,软件和信息技术服务人员,7,612,749774,0.011437908496732025,9.336146625516489e-06,0.13034944856847583,9
ZG00030669,ZH00898,4-07-05,安全保护服务人员,4,112752,31518,3.547608911593586e-05,0.00012691160606637477,0.00961767378914158,41
ZG00030670,ZH00359,2-02-38,数字技术工程技术人员,34,15873,145051,0.002142002142002142,0.00023440031437218633,0.126180466943371,7
ZG00030671,ZH00773,4-01-02,销售人员,8,3728,1199332,0.002145922746781116,6.670379844780261e-06,0.01528859648895539,18
ZG00030672,ZH02518,4-07-04,旅游及公共游览场所服务人员,21,99147,7175,0.00021180671124693636,0.002926829268292683,0.2522381474956993,66
ZG00030673,ZH04655,3-02-03,消防和应急救援人员,3,25357,4119,0.00011831052569310249,0.0007283321194464676,0.2454282489171887,73
ZG00030674,ZH01682,2-06-11,证券期货基金专业人员,8,5745,120322,0.001392515230635335,6.648825651169362e-05,0.09888897342175346,5
ZG00030675,ZH02965,4-07-02,商务咨询服务人员,8,1945,246669,0.004113110539845758,3.2432125642054734e-05,0.14247831317846596,7
ZG00030676,ZH01042,4-05-05,信托和资产管理服务人员,11,162211,507,6.781291034516772e-05,0.021696252465483234,1.1428714422981623,94
ZG00030677,ZH01181,2-05-06,药学技术人员,10,15020,10141,0.0006657789613848203,0.0009860960457548566,0.5609733647711083,24
ZG00030678,ZH00629,8-00-00,不便分类的其他从业人员,7,19631,322298,0.00035657888034231573,2.1719030214273747e-05,0.009453463747420336,17
ZG00030679,ZH01868,6-04-06,印染人员,3,174782,32,1.716423888043391e-05,0.09375,4.583186483734023,188
ZG00030680,ZH04593,4-08-08,专业化设计服务人员,4,11113,196680,0.0003599388104022316,2.033760423022168e-05,0.015637287969769972,52
ZG00030681,ZH01876,4-01-01,购销服务人员,9,2816,131360,0.0031960227272727275,6.851400730816078e-05,0.2078929088002436,16
ZG00030682,ZH01966,4-01-01,购销服务人员,12,3049,131360,0.003935716628402755,9.135200974421438e-05,0.25600805998971726,31
ZG00030683,ZH00480,4-04-04,信息通信网络运行管理人员,6,4198,64329,0.0014292520247737017,9.327053117567504e-05,0.18984316797913797,9
ZG00030684,ZH00913,2-02-34,工业（产品）设计工程技术人员,7,3638,50371,0.0019241341396371632,0.00013896885112465505,0.32639818047612823,22
ZG00030685,ZH04240,2-02-07,机械工程技术人员,5,3135,267649,0.001594896331738437,1.868118319141861e-05,0.05091664633039619,15
ZG00030686,ZH02093,4-08-10,生产现场技术工艺人员,15,2466,309768,0.006082725060827251,4.8423336174169055e-05,0.16778556384179769,19
ZG00030687,ZH03219,2-02-30,管理（工业）工程技术人员,13,1609,518059,0.008079552517091361,2.5093666937549585e-05,0.13326037834841062,4
ZG00030688,ZH03292,2-02-11,电气工程技术人员,16,347,79149,0.04610951008645533,0.00020215037460991295,4.977806750722919,6
ZG00030689,ZH03258,4-13-04,教育服务人员,11,6415,65820,0.0017147310989867497,0.00016712245518079612,0.2226030462161738,6
ZG00030690,ZH01090,6-31-01,机械设备修理人员,3,1193,91852,0.002514668901927913,3.266123764316509e-05,0.23392958510938128,14
ZG00030691,ZH02280,2-02-06,化工工程技术人员,6,576,31535,0.010416666666666666,0.00019026478515934677,2.822467100047566,19
ZG00030692,ZH00237,2-02-34,工业（产品）设计工程技术人员,5,8941,50371,0.0005592215635834918,9.926346508903933e-05,0.09486287732054217,13
ZG00030693,ZH02132,1-06-02,事业单位负责人,4,9904,1266,0.0004038772213247173,0.00315955766192733,2.725891783874006,44
ZG00030694,ZH02150,4-07-07,会议及展览服务人员,7,22569,3504,0.00031015995391909254,0.001997716894977169,0.7563356695479373,55
ZG00030695,ZH02996,2-02-07,机械工程技术人员,3,208,267649,0.014423076923076924,1.1208709914851167e-05,0.46045294109363094,7
ZG00030696,ZH01234,4-08-08,专业化设计服务人员,7,5225,196680,0.001339712918660287,3.559080740288794e-05,0.0582028836581998,7
ZG00030697,ZH04631,1-06-01,企业负责人,8,578,46834,0.01384083044982699,0.00017081607379254387,2.5251887953521477,7
ZG00030698,ZH01836,6-31-03,检验试验人员,28,190,85718,0.14736842105263157,0.0003266525117244919,14.69012048074408,4
ZG00030699,ZH01959,6-25-03,计算机制造人员,3,89417,653,3.355066709909749e-05,0.004594180704441042,0.43901659312551117,55
ZG00030700,ZH00464,6-22-02,汽车整车制造人员,4,19853,4312,0.00020148088450108295,0.0009276437847866419,0.3992528759854317,47
ZG00030701,ZH00987,2-10-02,编辑,5,78041,64462,6.406888686715957e-05,7.756507709968664e-05,0.008492515720555002,24
ZG00030702,ZH02350,2-02-30,管理（工业）工程技术人员,5,260,518059,0.019230769230769232,9.651410360595994e-06,0.3171833561576815,3
ZG00030703,ZH02132,6-22-02,汽车整车制造人员,6,9904,4312,0.0006058158319870759,0.0013914656771799629,1.2004797072302267,36
ZG00030704,ZH01346,4-07-02,商务咨询服务人员,3,8390,246669,0.0003575685339690107,1.2162047115770527e-05,0.012386188280636904,11
ZG00030705,ZH00198,2-06-11,证券期货基金专业人员,3,20050,120322,0.00014962593516209475,2.493309619188511e-05,0.010625632524463347,16
ZG00030706,ZH01130,2-02-09,电子工程技术人员,3,11650,99354,0.0002575107296137339,3.0195060088169576e-05,0.02214638927989836,26
ZG00030707,ZH00040,4-04-04,信息通信网络运行管理人员,4,357,64329,0.011204481792717087,6.21803541171167e-05,1.48825699192609,4
ZG00030708,ZH04310,3-01-02,行政事务处理人员,6,3975,257156,0.0015094339622641509,2.3332140801692357e-05,0.050154558557363456,8
ZG00030709,ZH02641,2-06-12,知识产权专业人员,7,13470,8485,0.0005196733481811433,0.0008249852681202121,0.5233250869804305,61
ZG00030710,ZH03254,3-01-02,行政事务处理人员,3,3300,257156,0.0009090909090909091,1.1666070400846178e-05,0.03020672276750299,17
ZG00030711,ZH03561,2-06-07,商务专业人员,9,502,489726,0.017928286852589643,1.837762340574117e-05,0.3128085299116688,8
ZG00030712,ZH03949,2-02-30,管理（工业）工程技术人员,4,1157,518059,0.003457216940363008,7.721128288476795e-06,0.057021726949695546,5
ZG00030713,ZH04873,4-02-06,仓储物流服务人员,10,2118,224118,0.004721435316336166,4.4619352305481935e-05,0.18000736004432308,18
ZG00030714,ZH01270,2-02-07,机械工程技术人员,13,186,267649,0.06989247311827956,4.857107629768839e-05,2.2312988399949427,2
ZG00030715,ZH04204,2-02-07,机械工程技术人员,20,50,267649,0.4,7.472473276567444e-05,12.769894899663365,1
ZG00030716,ZH03923,4-01-01,购销服务人员,24,28364,131360,0.0008461429981666902,0.00018270401948842875,0.055039386187325345,8
ZG00030717,ZH02472,2-02-38,数字技术工程技术人员,6,284,145051,0.02112676056338028,4.136476135979759e-05,1.244529340384504,9
ZG00030718,ZH02659,2-02-34,工业（产品）设计工程技术人员,3,588,50371,0.00510204081632653,5.95580790534236e-05,0.8654785572683342,19
ZG00030719,ZH01012,4-08-08,专业化设计服务人员,7,2110,196680,0.0033175355450236967,3.559080740288794e-05,0.1441279938929355,7
ZG00030720,ZH01606,4-02-05,装卸搬运和运输代理服务人员,5,85686,14312,5.835258968793035e-05,0.000349357182783678,0.03483796382823101,85
ZG00030721,ZH02360,2-02-03,矿山工程技术人员,3,1795,682,0.001671309192200557,0.004398826979472141,20.939455476682543,28
ZG00030722,ZH04284,2-02-10,信息和通信工程技术人员,4,6141,728309,0.0006513597134017262,5.492174338090014e-06,0.007641844107055536,22
ZG00030723,ZH02255,3-01-01,行政业务办理人员,10,5115,12543,0.0019550342130987292,0.000797257434425576,1.3318211160061002,24
ZG00030724,ZH01995,3-01-02,行政事务处理人员,6,3417,257156,0.001755926251097454,2.3332140801692357e-05,0.058344855213789806,15
ZG00030725,ZH02230,2-06-09,保险专业人员,4,11756,17523,0.0003402517863218782,0.00022827141471209268,0.16591471662665025,13
ZG00030726,ZH03536,4-08-08,专业化设计服务人员,4,2726,196680,0.001467351430667645,2.033760423022168e-05,0.06374804886575704,9
ZG00030727,ZH00745,4-07-03,人力资源服务人员,4,2898,9295,0.0013802622498274672,0.00043033889187735344,1.268835066828378,30
ZG00030728,ZH01955,4-13-02,广播、电视、电影和影视录音制作人员,6,3438,35218,0.0017452006980802793,0.00017036742574819694,0.4234222207289882,13
ZG00030729,ZH00463,2-02-10,信息和通信工程技术人员,4,218,728309,0.01834862385321101,5.492174338090014e-06,0.21526864523590847,5
ZG00030730,ZH04649,2-02-09,电子工程技术人员,4,394,99354,0.01015228426395939,4.0260080117559435e-05,0.8731148396305106,8
ZG00030731,ZH00440,8-00-00,不便分类的其他从业人员,18,8094,322298,0.002223869532987398,5.584893483670392e-05,0.05895825907834648,13
ZG00030732,ZH00448,2-02-10,信息和通信工程技术人员,3,118,728309,0.025423728813559324,4.1191307535675105e-06,0.2982747753904325,8
ZG00030733,ZH00507,2-02-10,信息和通信工程技术人员,5,10,728309,0.5,6.865217922612518e-06,5.866070582678506,1
ZG00030734,ZH03533,2-06-11,证券期货基金专业人员,3,18883,120322,0.00015887306042472064,2.493309619188511e-05,0.011282313833368115,13
ZG00030735,ZH02842,4-01-02,销售人员,6,5187,1199332,0.001156737998843262,5.002784883585196e-06,0.008241163636614472,18
ZG00030736,ZH04248,2-06-07,商务专业人员,10,84,489726,0.11904761904761904,2.0419581561934632e-05,2.077114841476954,2
ZG00030737,ZH02015,2-02-38,数字技术工程技术人员,5,2344,145051,0.0021331058020477816,3.447063446649799e-05,0.12565640382152982,26
ZG00030738,ZH03786,2-06-11,证券期货基金专业人员,4,60,120322,0.06666666666666667,3.324412825584681e-05,4.734309602566446,2
ZG00030739,ZH00549,6-31-01,机械设备修理人员,3,1499,91852,0.0020013342228152103,3.266123764316509e-05,0.18617611409972773,13
ZG00030740,ZH01611,2-01-02,经济学研究人员,23,325120,205,7.074311023622047e-05,0.11219512195121951,2.9486501344344154,84
ZG00030741,ZH00443,4-01-06,电子商务服务人员,10,2523,135407,0.003963535473642489,7.385142570177317e-05,0.25011203507157664,15
ZG00030742,ZH03211,4-14-01,医疗辅助服务人员,3,923,48020,0.0032502708559046588,6.247396917950854e-05,0.5783494869192729,14
ZG00030743,ZH03043,2-02-11,电气工程技术人员,5,1177,79149,0.004248088360237893,6.31719920655978e-05,0.45860740826806845,4
ZG00030744,ZH00511,4-12-03,家用电子电器产品维修人员,8,193373,1240,4.137082219337757e-05,0.0064516129032258064,0.2850791292042473,103
ZG00030745,ZH04540,4-07-03,人力资源服务人员,4,17419,9295,0.0002296343073655204,0.00043033889187735344,0.21109616072499224,43
ZG00030746,ZH02523,2-06-07,商务专业人员,6,2296,489726,0.002613240418118467,1.225174893716078e-05,0.04559520383729899,19
ZG00030747,ZH01606,4-10-01,生活照料服务人员,7,85686,2092,8.169362556310249e-05,0.0033460803059273425,0.33367175603895755,76
ZG00030748,ZH02737,4-07-03,人力资源服务人员,5,1959,9295,0.002552322613578356,0.0005379236148466917,2.34627617640929,28
ZG00030749,ZH01357,3-01-01,行政业务办理人员,4,24158,12543,0.00016557662058117395,0.0003189029737702304,0.11279518185894863,33
ZG00030750,ZH02987,6-22-01,汽车零部件、饰件生产加工人员,7,19502,1136,0.0003589375448671931,0.006161971830985915,2.699811936948323,31
ZG00030751,ZH01380,4-01-02,销售人员,5,8885,1199332,0.0005627462014631402,4.168987402987663e-06,0.0040092774135358535,17
ZG00030752,ZH04194,4-06-02,房地产中介服务人员,10,194,49582,0.05154639175257732,0.00020168609576055828,8.883153888154457,4
ZG00030753,ZH03356,4-04-04,信息通信网络运行管理人员,25,1112,64329,0.022482014388489208,0.00038862721323197933,2.9862170982329928,4
ZG00030754,ZH02993,2-02-30,管理（工业）工程技术人员,6,423,518059,0.014184397163120567,1.1581692432715193e-05,0.23395084425814805,5
ZG00030755,ZH01185,2-06-04,审计专业人员,4,138,55277,0.028985507246376812,7.236282721565932e-05,4.480530073440405,3
ZG00030756,ZH03095,2-07-08,法律顾问,4,1121,63060,0.003568242640499554,6.343165239454488e-05,0.48349653827839933,8
ZG00030757,ZH01370,4-01-01,购销服务人员,5,11053,131360,0.00045236587351850176,3.806333739342265e-05,0.029425215435803554,11
ZG00030758,ZH04165,6-31-01,机械设备修理人员,9,10400,91852,0.0008653846153846154,9.798371292949528e-05,0.08050326779869958,47
ZG00030759,ZH03183,8-00-00,不便分类的其他从业人员,4,1245,322298,0.00321285140562249,1.2410874408156426e-05,0.08517771512362987,5
ZG00030760,ZH03071,4-12-01,汽车摩托车修理技术服务人员,5,1824,4795,0.0027412280701754384,0.0010427528675703858,4.884830689863345,15
ZG00030761,ZH02314,4-12-01,汽车摩托车修理技术服务人员,10,33913,4795,0.0002948721729130422,0.0020855057351407717,0.5254581534108301,63
ZG00030762,ZH03873,4-07-02,商务咨询服务人员,5,2866,246669,0.0017445917655268667,2.027007852628421e-05,0.06043272835225844,13
ZG00030763,ZH02621,4-05-02,证券期货服务人员,6,1416,996,0.00423728813559322,0.006024096385542169,36.35143965693282,14
ZG00030764,ZH00396,2-10-05,翻译人员,5,3634,21593,0.001375894331315355,0.00023155652294725142,0.5444588396619799,22
ZG00030765,ZH04045,4-04-05,软件和信息技术服务人员,6,213,749774,0.028169014084507043,8.002411393299847e-06,0.3210215795730672,3
ZG00030766,ZH02414,4-08-08,专业化设计服务人员,3,5280,196680,0.0005681818181818182,1.525320317266626e-05,0.02468425869432581,29
ZG00030767,ZH00933,8-00-00,不便分类的其他从业人员,6,1779,322298,0.003372681281618887,1.861631161223464e-05,0.08941505508340573,8
ZG00030768,ZH04936,4-08-10,生产现场技术工艺人员,19,341,309768,0.05571847507331378,6.133622582061413e-05,1.5369354463819331,6
ZG00030769,ZH00586,2-06-11,证券期货基金专业人员,10,573,120322,0.017452006980802792,8.311032063961703e-05,1.2393480634990697,3
ZG00030770,ZH00439,3-01-02,行政事务处理人员,3,144,257156,0.020833333333333332,1.1666070400846178e-05,0.6922373967552768,2
ZG00030771,ZH04281,3-01-02,行政事务处理人员,5,1609,257156,0.003107520198881293,1.9443450668076964e-05,0.10325480125622526,7
ZG00030772,ZH02639,6-31-01,机械设备修理人员,4,3277,91852,0.0012206286237412267,4.354831685755346e-05,0.11355019633221113,39
ZG00030773,ZH02531,4-08-08,专业化设计服务人员,4,93,196680,0.043010752688172046,2.033760423022168e-05,1.868571840946814,7
ZG00030774,ZH04799,2-02-30,管理（工业）工程技术人员,8,3774,518059,0.0021197668256491787,1.544225657695359e-05,0.034962447313618306,6
