组合职业关系主键,技能组合编号,职业小类代码,职业小类名称,组合职业关联岗位数,组合岗位总数,职业岗位总数,掌握组合后进入该职业概率,职业内组合需求占比,职业组合相对集中度,职业排名
ZG00007859,ZH00702,4-08-08,专业化设计服务人员,19,13385,196680,0.0014194994396712738,9.660362009355299e-05,0.06166915283812141,11
ZG00007860,ZH00311,4-05-01,银行服务人员,62,10272,32532,0.006035825545171339,0.0019058158121234476,1.5853270568389313,15
ZG00007861,ZH02201,2-02-10,信息和通信工程技术人员,9,1774,728309,0.005073280721533258,1.235739226070253e-05,0.05952044559651246,10
ZG00007862,ZH01059,2-06-11,证券期货基金专业人员,94,69797,120322,0.0013467627548461969,0.0007812370140124,0.09563987763970785,14
ZG00007863,ZH04800,2-02-18,建筑工程技术人员,3,5158,180761,0.0005816207832493214,1.659650035129259e-05,0.027493380228317776,10
ZG00007864,ZH02740,6-18-02,机械热加工人员,3,1177,313,0.002548853016142736,0.009584664536741214,69.58143978979427,20
ZG00007865,ZH00311,4-04-05,软件和信息技术服务人员,949,10272,749774,0.09238707165109035,0.0012657147353735926,1.0528676504114922,2
ZG00007866,ZH01613,1-06-02,事业单位负责人,12,47037,1266,0.00025511831111678043,0.009478672985781991,1.7218720726760735,60
ZG00007867,ZH02807,3-01-02,行政事务处理人员,10,2392,257156,0.004180602006688963,3.888690133615393e-05,0.13891051439905222,17
ZG00007868,ZH01144,4-06-01,物业管理服务人员,415,181456,39075,0.0022870558151838463,0.010620601407549585,0.5001159822843112,35
ZG00007869,ZH03512,2-06-07,商务专业人员,6,3306,489726,0.0018148820326678765,1.225174893716078e-05,0.031665634606908195,19
ZG00007870,ZH00601,4-01-02,销售人员,105,18450,1199332,0.005691056910569106,8.754873546274093e-05,0.04054585507883942,17
ZG00007871,ZH01018,2-06-11,证券期货基金专业人员,10,683,120322,0.014641288433382138,8.311032063961703e-05,1.0397458863615914,4
ZG00007872,ZH04398,4-08-08,专业化设计服务人员,28,2619,196680,0.010691103474608629,0.00014236322961155176,0.46446745645527904,15
ZG00007873,ZH04555,2-06-11,证券期货基金专业人员,176,52661,120322,0.003342131748352671,0.0014627416432572598,0.23734029643902357,18
ZG00007874,ZH03291,2-02-07,机械工程技术人员,55,888,267649,0.061936936936936936,0.00020549301510560473,1.9773204377294062,5
ZG00007875,ZH00677,4-14-01,医疗辅助服务人员,125,1240,48020,0.10080645161290322,0.002603082049146189,17.937384960567506,4
ZG00007876,ZH01872,2-02-30,管理（工业）工程技术人员,719,7356,518059,0.09774333877107123,0.001387872809853704,1.6121331321402115,2
ZG00007877,ZH02133,4-08-10,生产现场技术工艺人员,379,17454,309768,0.021714220236049044,0.0012234962940006714,0.5989638935275119,12
ZG00007878,ZH04249,2-06-08,人力资源专业人员,95,798,320346,0.11904761904761904,0.00029655435060840465,3.1753702023972292,3
ZG00007879,ZH00047,2-02-07,机械工程技术人员,372,784,267649,0.4744897959183674,0.0013898800294415447,15.147962062100675,1
ZG00007880,ZH02475,2-03-09,农业工程技术人员,3,23377,312,0.00012833126577405142,0.009615384615384616,3.5145590175748023,87
ZG00007881,ZH00104,4-13-04,教育服务人员,147,14049,65820,0.01046337817638266,0.0022333637192342754,1.3583353431631042,3
ZG00007882,ZH00179,2-02-11,电气工程技术人员,35,1278,79149,0.027386541471048513,0.0004422039444591846,2.9565465076061157,4
ZG00007883,ZH02404,2-02-30,管理（工业）工程技术人员,472,13649,518059,0.03458128800644736,0.0009110931380402618,0.5703676674872983,4
ZG00007884,ZH02065,4-08-08,专业化设计服务人员,311,1515,196680,0.20528052805280528,0.0015812487288997356,8.918267880479323,2
ZG00007885,ZH01464,2-02-10,信息和通信工程技术人员,199,387,728309,0.5142118863049095,0.0002732356733199782,6.03280643903371,1
ZG00007886,ZH02317,4-14-01,医疗辅助服务人员,219,30644,48020,0.007146586607492495,0.004560599750104123,1.27165546531568,18
ZG00007887,ZH03895,2-06-07,商务专业人员,194,1338,489726,0.14499252615844543,0.00039613988230153185,2.529795475090317,2
ZG00007888,ZH03040,2-02-38,数字技术工程技术人员,29,3377,145051,0.008587503701510216,0.00019992967990568834,0.5058702816803264,4
ZG00007889,ZH01180,2-02-18,建筑工程技术人员,557,50769,180761,0.010971261990584806,0.0030814168985566575,0.518614681900624,6
ZG00007890,ZH01380,2-02-30,管理（工业）工程技术人员,24,8885,518059,0.0027011817670230726,4.632676973086077e-05,0.04455203471972836,6
ZG00007891,ZH00144,4-14-01,医疗辅助服务人员,129,116074,48020,0.001111359994486276,0.002686380674718867,0.19775412914467516,33
ZG00007892,ZH03117,4-04-05,软件和信息技术服务人员,40,1120,749774,0.03571428571428571,5.334940928866565e-05,0.4070095026729959,5
ZG00007893,ZH02102,4-01-02,销售人员,129,10565,1199332,0.012210127780407004,0.00010755987499708171,0.08699088398836388,9
ZG00007894,ZH04869,2-06-11,证券期货基金专业人员,302,13647,120322,0.022129405730197112,0.0025099316833164342,1.571511870713417,9
ZG00007895,ZH01418,2-02-30,管理（工业）工程技术人员,56,13613,518059,0.004113714831411151,0.00010809579603867514,0.06784969757813623,6
ZG00007896,ZH02804,4-02-06,仓储物流服务人员,61,3589,224118,0.01699637782112009,0.0002721780490634398,0.6479964029815117,13
ZG00007897,ZH01733,8-00-00,不便分类的其他从业人员,153,10011,322298,0.015283188492658075,0.0004747159461119833,0.4051812272831045,16
ZG00007898,ZH04676,4-01-03,贸易经纪代理人员,37,4578,13141,0.008082131935342945,0.0028156152499809756,5.255214862331464,22
ZG00007899,ZH02552,4-04-05,软件和信息技术服务人员,49,3369,749774,0.014544375185514989,6.535302637861542e-05,0.16575156950648573,6
ZG00007900,ZH00216,2-06-07,商务专业人员,117,3811,489726,0.030700603516137497,0.00023890910427463522,0.5356569053276176,3
ZG00007901,ZH01798,8-00-00,不便分类的其他从业人员,37,6864,322298,0.00539044289044289,0.00011480058827544695,0.142909070773966,9
ZG00007902,ZH02495,2-06-07,商务专业人员,6,3021,489726,0.0019860973187686196,1.225174893716078e-05,0.03465295862642784,6
ZG00007903,ZH04963,6-31-01,机械设备修理人员,111,104784,91852,0.001059322033898305,0.0012084657927971085,0.09854448977241946,47
ZG00007904,ZH01916,4-04-04,信息通信网络运行管理人员,90,10321,64329,0.008720085263055906,0.0013990579676351257,1.1582622117669137,24
ZG00007905,ZH00813,4-08-08,专业化设计服务人员,11,12289,196680,0.0008951094474733502,5.592841163310962e-05,0.038887399163654295,7
ZG00007906,ZH00762,3-01-01,行政业务办理人员,8,13496,12543,0.0005927682276229994,0.0006378059475404608,0.4038094255110375,34
ZG00007907,ZH02123,2-05-07,医疗卫生技术人员,122,2151,37390,0.056717805671780565,0.003262904519925114,12.961549172785032,2
ZG00007908,ZH01786,2-06-07,商务专业人员,580,3888,489726,0.14917695473251028,0.0011843357305922088,2.6028044001223565,2
ZG00007909,ZH00510,2-02-11,电气工程技术人员,35,240,79149,0.14583333333333334,0.0004422039444591846,15.743610153002566,3
ZG00007910,ZH00513,4-07-04,旅游及公共游览场所服务人员,334,222993,7175,0.0014978048638298062,0.046550522648083625,1.7837183814351074,45
ZG00007911,ZH01129,2-02-38,数字技术工程技术人员,15,654,145051,0.022935779816513763,0.00010341190339949397,1.3510945438425042,4
ZG00007912,ZH02520,4-13-02,广播、电视、电影和影视录音制作人员,178,116889,35218,0.001522812240672775,0.005054233630529843,0.3694661258205,44
ZG00007913,ZH03842,2-02-07,机械工程技术人员,188,1568,267649,0.11989795918367346,0.0007024124879973398,3.827710843649095,3
ZG00007914,ZH02842,2-02-07,机械工程技术人员,135,5187,267649,0.026026604973973393,0.0005043919461683025,0.8308925252817401,2
ZG00007915,ZH04944,2-06-12,知识产权专业人员,105,1329,8485,0.07900677200902935,0.012374779021803181,79.5619517113589,4
ZG00007916,ZH03741,4-04-05,软件和信息技术服务人员,157,236,749774,0.6652542372881356,0.0002093964314580127,7.581414295552925,1
ZG00007917,ZH02319,2-06-05,税务专业人员,8,1020,13765,0.00784313725490196,0.0005811841627315655,4.86862759342749,15
ZG00007918,ZH00953,2-02-38,数字技术工程技术人员,237,434,145051,0.5460829493087558,0.0016339080737120047,32.168502627726646,1
ZG00007919,ZH00388,4-04-04,信息通信网络运行管理人员,126,206,64329,0.6116504854368932,0.001958681154689176,81.24366020730507,1
ZG00007920,ZH02588,4-07-04,旅游及公共游览场所服务人员,59,17552,7175,0.003361440291704649,0.008222996515679443,4.00310012419046,33
ZG00007921,ZH02131,2-08-01,高等学校教师,14,490885,478,2.8519918107092294e-05,0.029288702928870293,0.509815850911915,105
ZG00007922,ZH04525,4-05-01,银行服务人员,48,7795,32532,0.006157793457344451,0.0014754703061600886,1.6173622821427636,15
ZG00007923,ZH05013,4-01-02,销售人员,199,1120,1199332,0.17767857142857144,0.000165925698638909,1.2658684882203473,2
ZG00007924,ZH00467,4-01-02,销售人员,144,2645,1199332,0.05444234404536862,0.0001200668372060447,0.3878737159904962,7
ZG00007925,ZH01700,2-07-08,法律顾问,45,4462,63060,0.010085163603765128,0.0007136060894386299,1.3665387087322867,10
ZG00007926,ZH04918,4-07-02,商务咨询服务人员,7,1422,246669,0.004922644163150493,2.8378109936797894e-05,0.17052059018326424,4
ZG00007927,ZH01589,4-04-05,软件和信息技术服务人员,31,2072,749774,0.014961389961389961,4.134579219871588e-05,0.1705039808494983,9
ZG00007928,ZH02019,6-18-03,机械表面处理加工人员,10,27356,1922,0.0003655505190817371,0.005202913631633715,1.6251257744840106,50
ZG00007929,ZH05034,2-06-07,商务专业人员,228,2634,489726,0.08656036446469248,0.00046556645961210965,1.5102848687914439,3
ZG00007930,ZH01294,4-08-10,生产现场技术工艺人员,657,5257,309768,0.12497622217995054,0.002120942124428605,3.4473374508281607,2
ZG00007931,ZH03197,4-07-02,商务咨询服务人员,21,3419,246669,0.006142146826557473,8.513432981039369e-05,0.2127642110914903,7
ZG00007932,ZH03374,4-01-01,购销服务人员,3,43,131360,0.06976744186046512,2.2838002436053594e-05,4.538189389003768,5
ZG00007933,ZH03208,2-02-07,机械工程技术人员,21,157,267649,0.1337579617834395,7.846096940395817e-05,4.270187784919278,2
ZG00007934,ZH02097,4-01-02,销售人员,36,4014,1199332,0.008968609865470852,3.0016709301511174e-05,0.06389673510182253,4
ZG00007935,ZH00150,4-08-04,地理信息服务人员,35,22282,4196,0.0015707746162822009,0.008341277407054338,3.198684100304024,20
ZG00007936,ZH02695,4-05-02,证券期货服务人员,22,88597,996,0.00024831540571351176,0.02208835341365462,2.130282906856837,67
ZG00007937,ZH00631,4-04-05,软件和信息技术服务人员,297,675,749774,0.44,0.00039611936396834245,5.01435707293131,1
ZG00007938,ZH03941,4-04-05,软件和信息技术服务人员,153,1174,749774,0.1303236797274276,0.00020406149052914612,1.485203330026503,2
ZG00007939,ZH04560,4-07-02,商务咨询服务人员,19,5247,246669,0.0036211168286639983,7.702629839988e-05,0.12543563139675554,22
ZG00007940,ZH02315,4-03-01,餐饮服务人员,155,30764,39874,0.005038356520608503,0.003887244821186738,1.0796725196004393,26
ZG00007941,ZH01970,2-02-10,信息和通信工程技术人员,73,10572,728309,0.006905032160423761,0.00010023218167014275,0.08101081205742167,19
ZG00007942,ZH01080,2-02-38,数字技术工程技术人员,151,28451,145051,0.00530737056693965,0.0010410131608882393,0.31264511050021127,7
ZG00007943,ZH00807,2-02-30,管理（工业）工程技术人员,111,16319,518059,0.006801887370549666,0.00021426131000523105,0.11218716414866949,5
ZG00007944,ZH03077,2-06-09,保险专业人员,7,1121,17523,0.006244424620874219,0.0003994749757461622,3.044927265976874,13
ZG00007945,ZH04693,2-02-30,管理（工业）工程技术人员,55,2206,518059,0.024932003626473256,0.00010616551396655593,0.41121686247097416,4
ZG00007946,ZH01247,4-04-05,软件和信息技术服务人员,412,2432,749774,0.16940789473684212,0.0005494989156732562,1.930617443600198,2
ZG00007947,ZH02639,4-01-02,销售人员,390,3277,1199332,0.1190112908147696,0.0003251810174330377,0.8478942709498787,3
ZG00007948,ZH02581,4-04-05,软件和信息技术服务人员,204,595,749774,0.34285714285714286,0.00027208198737219483,3.907291225660761,1
ZG00007949,ZH01387,6-31-06,安全生产管理人员,46,2253,66158,0.020417221482467822,0.000695305178512047,2.6369823859912653,6
ZG00007950,ZH00184,4-08-08,专业化设计服务人员,9,7820,196680,0.0011508951406649615,4.575960951799878e-05,0.049999828352700865,19
ZG00007951,ZH01351,2-06-07,商务专业人员,7,1458,489726,0.004801097393689987,1.4293707093354243e-05,0.08376841747520226,5
ZG00007952,ZH00012,2-02-29,管理(工业),19,10415,4939,0.0018242918867018723,0.0038469325774448267,3.1560818461466082,14
ZG00007953,ZH02180,1-06-01,企业负责人,46,233,46834,0.19742489270386265,0.0009821924243071272,36.01916292426121,2
ZG00007954,ZH02672,2-02-30,管理（工业）工程技术人员,9,1185,518059,0.007594936708860759,1.737253864907279e-05,0.12526735078632484,8
ZG00007955,ZH04636,2-10-02,编辑,3,4034,64462,0.0007436787307882995,4.653904625981198e-05,0.09857676043844811,28
ZG00007956,ZH01235,2-02-38,数字技术工程技术人员,174,33538,145051,0.005188144790983363,0.00119957807943413,0.3056217916216463,4
ZG00007957,ZH00314,2-06-03,会计专业人员,272,38102,305561,0.007138732874914702,0.0008901659570429472,0.1996255682256085,16
ZG00007958,ZH01616,2-02-07,机械工程技术人员,30,2217,267649,0.013531799729364006,0.00011208709914851167,0.43199915086817875,5
ZG00007959,ZH02223,2-07-08,法律顾问,147,1117,63060,0.13160250671441362,0.002331113225499524,17.832127138156352,3
ZG00007960,ZH02674,4-14-01,医疗辅助服务人员,9,1469,48020,0.006126616746085773,0.00018742190753852562,1.0901631921575676,4
ZG00007961,ZH01484,6-31-06,安全生产管理人员,170,4161,66158,0.04085556356645037,0.002569606094501043,5.276692599283797,4
ZG00007962,ZH02641,4-01-01,购销服务人员,161,13470,131360,0.011952487008166295,0.0012256394640682096,0.7774779792148746,16
ZG00007963,ZH04745,2-02-30,管理（工业）工程技术人员,54,349,518059,0.15472779369627507,0.00010423523189443674,2.55200820656381,2
ZG00007964,ZH02694,4-08-05,检验、检测和计量服务人员,27,367703,470,7.342882706967307e-05,0.0574468085106383,1.3349398256837837,97
ZG00007965,ZH04260,1-01-00,中国共产党机关负责人,34,88849,2574,0.00038267172393611636,0.01320901320901321,1.2703131299401378,52
ZG00007966,ZH01692,2-06-07,商务专业人员,25,5165,489726,0.00484027105517909,5.104895390483658e-05,0.08445191030206396,8
ZG00007967,ZH04963,2-02-11,电气工程技术人员,281,104784,79149,0.002681707130859673,0.003550265954086596,0.2895068682019319,35
ZG00007968,ZH04539,1-06-01,企业负责人,174,29386,46834,0.005921186959776764,0.0037152496049878293,1.0802903062944778,9
ZG00007969,ZH02648,2-02-12,电力工程技术人员,39,9772,11619,0.003990994678673762,0.003356571133488252,2.934981402467348,17
ZG00007970,ZH00918,4-08-10,生产现场技术工艺人员,38,6071,309768,0.006259265359907758,0.00012267245164122826,0.17265524204125818,13
ZG00007971,ZH02642,1-01-00,中国共产党机关负责人,12,13556,2574,0.0008852168781351431,0.004662004662004662,2.938556869509953,51
ZG00007972,ZH01486,2-02-30,管理（工业）工程技术人员,40,2437,518059,0.016413623307345096,7.721128288476795e-05,0.2707186626212464,6
ZG00007973,ZH02456,2-02-38,数字技术工程技术人员,30,2458,145051,0.012205044751830757,0.00020682380679898794,0.7189713845996727,15
ZG00007974,ZH01972,2-02-11,电气工程技术人员,51,19652,79149,0.0025951557093425604,0.0006443543190690975,0.28016310702327846,25
ZG00007975,ZH00398,4-01-01,购销服务人员,8,1454,131360,0.005502063273727648,6.090133982947625e-05,0.3578948073859,13
ZG00007976,ZH03604,4-13-04,教育服务人员,66,780,65820,0.08461538461538462,0.0010027347310847766,10.984604165205806,3
ZG00007977,ZH01441,2-02-09,电子工程技术人员,22,24707,99354,0.0008904359088517424,0.0002214304406465769,0.0765791013671962,15
ZG00007978,ZH01728,2-02-09,电子工程技术人员,137,284,99354,0.4823943661971831,0.0013789077440264105,41.48678944857016,1
ZG00007979,ZH03091,2-02-38,数字技术工程技术人员,151,6419,145051,0.023523913382146752,0.0010410131608882393,1.3857401524912776,5
ZG00007980,ZH03597,2-02-38,数字技术工程技术人员,17,2987,145051,0.005691329092735186,0.00011720015718609316,0.33526323264012864,4
ZG00007981,ZH02466,4-01-02,销售人员,25,4390,1199332,0.0056947608200455585,2.0844937014938316e-05,0.04057224352991578,14
ZG00007982,ZH03413,4-13-02,广播、电视、电影和影视录音制作人员,133,160,35218,0.83125,0.0037764779374183655,201.67865012209666,1
ZG00007983,ZH03903,2-02-09,电子工程技术人员,141,516,99354,0.27325581395348836,0.0014191678241439701,23.500495058543308,2
ZG00007984,ZH02042,4-01-01,购销服务人员,150,6484,131360,0.02313386798272671,0.0011419001218026797,1.5047975302834824,2
ZG00007985,ZH03758,2-02-30,管理（工业）工程技术人员,46,3345,518059,0.013751868460388639,8.879297531748315e-05,0.2268169171686619,4
ZG00007986,ZH00429,2-02-30,管理（工业）工程技术人员,109,19510,518059,0.005586878523833931,0.00021040074586099267,0.09214737379301582,5
ZG00007987,ZH02318,2-06-03,会计专业人员,31,2070,305561,0.01497584541062802,0.00010145273775121825,0.41878043374626356,8
ZG00007988,ZH01813,2-02-18,建筑工程技术人员,16,491,180761,0.032586558044806514,8.851466854022715e-05,1.540375888311344,6
ZG00007989,ZH04395,4-07-02,商务咨询服务人员,55,2502,246669,0.021982414068745005,0.00022297086378912631,0.7614717002531174,10
ZG00007990,ZH01974,4-07-05,安全保护服务人员,52,24178,31518,0.002150715526511705,0.001649850878862872,0.5830654072277603,26
ZG00007991,ZH01660,2-06-07,商务专业人员,38,773,489726,0.04915912031047866,7.75944099353516e-05,0.8577167624831097,5
ZG00007992,ZH04936,4-04-05,软件和信息技术服务人员,23,341,749774,0.06744868035190615,3.067591034098275e-05,0.7686631076874176,5
ZG00007993,ZH01561,4-13-04,教育服务人员,93,2798,65820,0.03323802716225876,0.0014129443938012763,4.314895846297297,3
ZG00007994,ZH02709,2-06-11,证券期货基金专业人员,69,1801,120322,0.038312048861743477,0.0005734612124133575,2.7207165123022055,5
ZG00007995,ZH04719,2-06-10,保险专业人员,266,192062,15287,0.0013849694369526507,0.01740040557336299,0.774124621590378,47
ZG00007996,ZH01102,4-06-01,物业管理服务人员,3,17964,39075,0.00016700066800267202,7.677543186180422e-05,0.03651843674553201,33
ZG00007997,ZH02199,2-06-08,人力资源专业人员,200,3505,320346,0.05706134094151213,0.000624324948649273,1.522003406569856,6
ZG00007998,ZH03496,4-07-02,商务咨询服务人员,7,2148,246669,0.0032588454376163874,2.8378109936797894e-05,0.11288653595931182,7
ZG00007999,ZH01900,4-08-08,专业化设计服务人员,276,43227,196680,0.006384898327434243,0.0014032946918852958,0.2773874084103848,26
ZG00008000,ZH03577,6-31-03,检验试验人员,52,3876,85718,0.013415892672858616,0.0006066403789169136,1.337335898106954,5
ZG00008001,ZH03134,4-07-02,商务咨询服务人员,6,249,246669,0.024096385542168676,2.4324094231541054e-05,0.8346997564220372,8
ZG00008002,ZH01523,4-05-02,证券期货服务人员,7,37294,996,0.00018769775298975707,0.007028112449799197,1.6102477158055724,45
ZG00008003,ZH04560,8-00-00,不便分类的其他从业人员,30,5247,322298,0.005717552887364208,9.30815580611732e-05,0.151581268337506,18
ZG00008004,ZH00747,2-02-27,环境保护工程技术人员,33,7768,22843,0.004248197734294541,0.0014446438733966642,1.5890755293612382,22
ZG00008005,ZH01632,4-04-05,软件和信息技术服务人员,40,263,749774,0.1520912547528517,5.334940928866565e-05,1.7332724068203629,3
ZG00008006,ZH01731,2-06-03,会计专业人员,20,5053,305561,0.003958044725905403,6.545337919433435e-05,0.1106816771709895,24
ZG00008007,ZH04509,2-06-07,商务专业人员,48,426,489726,0.11267605633802817,9.801399149728624e-05,1.9659453147500185,4
ZG00008008,ZH02302,2-02-09,电子工程技术人员,87,20245,99354,0.0042973573721906645,0.0008756567425569177,0.36958051954624155,27
ZG00008009,ZH00407,4-04-05,软件和信息技术服务人员,80,1249,749774,0.06405124099279423,0.0001066988185773313,0.7299449847778309,3
ZG00008010,ZH02291,2-02-38,数字技术工程技术人员,96,3191,145051,0.030084612973989344,0.0006618361817567614,1.7722160209047901,7
ZG00008011,ZH02839,4-01-02,销售人员,29,9114,1199332,0.003181917928461707,2.4180126937328445e-05,0.022669529619458322,12
ZG00008012,ZH02315,2-02-11,电气工程技术人员,17,30764,79149,0.0005525939409699649,0.0002147847730230325,0.059655933116862445,56
ZG00008013,ZH04005,2-02-06,化工工程技术人员,80,7421,31535,0.010780218299420564,0.0025368638021246235,2.920973902218745,13
ZG00008014,ZH04609,2-06-03,会计专业人员,72,10850,305561,0.0066359447004608295,0.0002356321650996037,0.18556573761124756,15
ZG00008015,ZH01917,4-13-04,教育服务人员,13,857,65820,0.015169194865810968,0.00019750835612275904,1.9692352857958855,5
ZG00008016,ZH01024,4-04-05,软件和信息技术服务人员,109,4342,749774,0.025103638876093966,0.0001453771403116139,0.28608774807876175,11
ZG00008017,ZH04752,4-02-06,仓储物流服务人员,257,9788,224118,0.026256640784634248,0.0011467173542508858,1.0010491036318574,9
ZG00008018,ZH03588,4-08-09,摄影扩印服务人员,74,2373,1795,0.031184155077960386,0.041225626740947076,148.4439442333494,6
ZG00008019,ZH04730,4-12-01,汽车摩托车修理技术服务人员,30,50113,4795,0.0005986470576497116,0.006256517205422315,1.0667808167514305,52
ZG00008020,ZH01922,1-06-01,企业负责人,7,651,46834,0.010752688172043012,0.0001494640645684759,1.9617730157440074,15
ZG00008021,ZH01868,2-05-06,药学技术人员,172,174782,10141,0.0009840830291448777,0.016960851986983532,0.8291706408464669,66
ZG00008022,ZH03241,4-07-02,商务咨询服务人员,5,1992,246669,0.0025100401606425703,2.027007852628421e-05,0.0869478912939622,7
ZG00008023,ZH04678,2-02-38,数字技术工程技术人员,19,7033,145051,0.0027015498364851413,0.00013098841097269236,0.15914214703812463,4
ZG00008024,ZH01701,6-31-01,机械设备修理人员,9,4261,91852,0.0021121802393804273,9.798371292949528e-05,0.19648767545329163,37
ZG00008025,ZH01652,3-01-02,行政事务处理人员,134,6454,257156,0.020762317942361327,0.0005210844779044626,0.689877740305228,2
ZG00008026,ZH02097,2-06-07,商务专业人员,34,4014,489726,0.008470353761833582,6.942657731057776e-05,0.14778873909462337,5
ZG00008027,ZH02119,4-13-04,教育服务人员,52,53,65820,0.9811320754716981,0.0007900334244910362,127.36865206996784,1
ZG00008028,ZH00151,4-01-06,电子商务服务人员,7,3152,135407,0.002220812182741117,5.169599799124122e-05,0.14014050289971813,11
ZG00008029,ZH04457,4-14-01,医疗辅助服务人员,67,2276,48020,0.029437609841827767,0.0013952519783423573,5.238094701314406,4
ZG00008030,ZH04753,4-07-02,商务咨询服务人员,9,554,246669,0.016245487364620937,3.648614134731158e-05,0.5627443303675647,6
ZG00008031,ZH02341,6-31-03,检验试验人员,10,5872,85718,0.0017029972752043597,0.00011666161133017569,0.16975980995410273,13
ZG00008032,ZH04957,4-01-06,电子商务服务人员,42,1969,135407,0.02133062468257999,0.0003101759879474473,1.3460320928590497,10
ZG00008033,ZH02020,2-02-09,电子工程技术人员,34,1882,99354,0.018065887353878853,0.0003422106809992552,1.5536990424668333,7
ZG00008034,ZH01613,2-10-05,翻译人员,124,47037,21593,0.002636222548206731,0.005742601769091835,1.0431867019287913,35
ZG00008035,ZH03093,2-02-30,管理（工业）工程技术人员,122,3903,518059,0.0312580066615424,0.00023549441279854225,0.5155550119047736,5
ZG00008036,ZH03328,4-04-05,软件和信息技术服务人员,30,1525,749774,0.019672131147540985,4.0012056966499235e-05,0.224188840816601,4
ZG00008037,ZH04546,2-06-07,商务专业人员,120,439,489726,0.2733485193621868,0.0002450349787432156,4.769320638288769,1
ZG00008038,ZH04509,2-06-04,审计专业人员,21,426,55277,0.04929577464788732,0.00037990484288221143,7.620056427717307,5
ZG00008039,ZH04829,4-01-01,购销服务人员,121,9092,131360,0.013308402991641002,0.0009211327649208282,0.8656767631246004,13
ZG00008040,ZH00896,2-02-09,电子工程技术人员,244,33953,99354,0.007186404735958531,0.0024558648871711255,0.6180438269278029,6
ZG00008041,ZH03948,4-13-04,教育服务人员,13,2412,65820,0.00538971807628524,0.00019750835612275904,0.6996826865369294,4
ZG00008042,ZH02234,2-02-30,管理（工业）工程技术人员,23,7397,518059,0.003109368662971475,4.4396487658741574e-05,0.05128447937874639,5
ZG00008043,ZH04540,2-02-10,信息和通信工程技术人员,82,17419,728309,0.004707503300993169,0.00011258957393084529,0.055229093263635974,12
ZG00008044,ZH03789,2-02-10,信息和通信工程技术人员,61,2544,728309,0.02397798742138365,8.375565865587271e-05,0.28131313328882773,9
ZG00008045,ZH01092,4-14-01,医疗辅助服务人员,3,2560,48020,0.001171875,6.247396917950854e-05,0.20852210016659725,18
ZG00008046,ZH01404,4-02-06,仓储物流服务人员,45,11782,224118,0.0038193855033101342,0.0002007870853746687,0.14561620680550358,6
ZG00008047,ZH02823,6-31-01,机械设备修理人员,15,16329,91852,0.0009186110600771634,0.00016330618821582546,0.08545471095458751,22
ZG00008048,ZH02311,4-01-02,销售人员,10,1841,1199332,0.005431830526887561,8.337974805975327e-06,0.038699000346839825,16
ZG00008049,ZH03481,4-08-08,专业化设计服务人员,7,3254,196680,0.0021511985248924403,3.559080740288794e-05,0.09345730396868283,13
ZG00008050,ZH04720,4-07-03,人力资源服务人员,20,31921,9295,0.0006265467873813477,0.002151694459386767,0.5759662954902163,28
ZG00008051,ZH03768,4-04-05,软件和信息技术服务人员,251,1566,749774,0.1602809706257982,0.00033476754328637696,1.8266045879858335,2
ZG00008052,ZH02315,4-10-01,生活照料服务人员,19,30764,2092,0.0006176049928487843,0.009082217973231358,2.522563309950072,54
ZG00008053,ZH00446,2-03-02,农业技术指导人员,3,1515,6677,0.0019801980198019802,0.00044930357945184964,2.5340793057888984,18
ZG00008054,ZH01025,4-13-04,教育服务人员,26,7466,65820,0.0034824537905170103,0.0003950167122455181,0.4520853576016806,16
ZG00008055,ZH04923,2-07-08,法律顾问,14,207,63060,0.06763285024154589,0.00022201078338090707,9.164244772634298,5
ZG00008056,ZH04541,4-02-06,仓储物流服务人员,26,3129,224118,0.008309364014062001,0.00011601031599425303,0.3167991467855795,7
ZG00008057,ZH02315,4-07-05,安全保护服务人员,94,30764,31518,0.0030555194383045116,0.0029824227425598072,0.8283604519640603,30
ZG00008058,ZH02138,2-02-30,管理（工业）工程技术人员,7,99,518059,0.0707070707070707,1.3511974504834392e-05,1.1662095115292532,5
ZG00008059,ZH02827,8-00-00,不便分类的其他从业人员,11,1716,322298,0.00641025641025641,3.412990462243017e-05,0.16994592200147307,10
ZG00008060,ZH02642,4-08-08,专业化设计服务人员,74,13556,196680,0.0054588374151667155,0.00037624567825910105,0.23715534467018243,25
ZG00008061,ZH00097,4-04-05,软件和信息技术服务人员,134,5275,749774,0.025402843601895736,0.00017872052111702992,0.28949756474484944,3
ZG00008062,ZH03221,4-04-05,软件和信息技术服务人员,108,350,749774,0.30857142857142855,0.00014404340507939725,3.5165621030946843,2
ZG00008063,ZH04820,4-02-06,仓储物流服务人员,19,3684,224118,0.00515743756786102,8.477676938041568e-05,0.19663018954678743,13
ZG00008064,ZH04846,2-02-11,电气工程技术人员,51,4427,79149,0.011520216851140727,0.0006443543190690975,1.2436786490222427,9
ZG00008065,ZH02279,4-04-05,软件和信息技术服务人员,60,2770,749774,0.021660649819494584,8.002411393299847e-05,0.24685052869697946,11
ZG00008066,ZH04962,2-09-06,工艺美术与创意设计专业人员,6,130186,473,4.6087904997465166e-05,0.012684989429175475,0.8325662138500227,96
